personId|tagName
4398046554053|Jean_Chrétien
19791209345555|J._K._Rowling
13194139586146|Ruhollah_Khomeini
19138|Arthur_C._Clarke
17592186053621|Euripides
17768|Noam_Chomsky
54898|Henry_David_Thoreau
30786325642329|Sean_Connery
24189255870238|Arthur_Wellesley,_1st_Duke_of_Wellington
32985348888734|Humphrey_Bogart
19450|Mel_Gibson
21990232609154|Jack_Nicholson
24189255868578|Paul_Martin
23148|Hirohito
21990232568885|Adam_Smith
26388279079964|Queen_Elizabeth_The_Queen_Mother
19791209369128|Sun_Yat-sen
4398046563711|Peter_the_Great
34075|Katharine_Hepburn
18790|Bette_Davis
4398046567279|George_Lucas
30786325645219|Hermann_Göring
14383|John_Stuart_Mill
32985348860728|F._Scott_Fitzgerald
28587302363802|Napoleon_III
15393162806389|Monty_Python
32985348884083|14th_Dalai_Lama
15393162843653|Fiji
4398046555090|Nikita_Khrushchev
4398046527156|Noël_Coward
23214|William_Blake
32985348863883|Giuseppe_Garibaldi
15393162813753|Dean_Martin
17592186093608|Henry_Fonda
15393162842151|Charles_VI,_Holy_Roman_Emperor
4398046512486|Maurice_Ravel
8796093043305|Claude_Monet
26388279081263|John_Ford
27788|Wright_brothers
15393162856124|Leonard_Bernstein
28587302327745|Julie_Andrews
10995116294307|Ray_Charles
38782|Béla_Bartók
8796093024620|Indira_Gandhi
32985348882736|George_Clooney
30786325621301|Bono
21990232565190|Graham_Greene
24189255850183|Samuel_Taylor_Coleridge
24189255868785|Alfred,_Lord_Tennyson
15393162859647|Michel_Foucault
19791209361861|Henri_Matisse
24189255821585|David
21990232627818|Peter_Sellers
19791209365873|Vatican_City
6597069769095|Cole_Porter
3716|François_Mitterrand
17592186045229|Nicole_Kidman
10995116342274|Babe_Ruth
32985348899361|Bruce_Willis
21990232585085|Sergei_Prokofiev
6597069820074|Haile_Gebrselassie
26388279090267|Madagascar
8796093023577|Paul_Newman
26388279106599|Marcus_Aurelius
10995116281470|Henry_Ford
32985348840473|Ovid
26388279126249|Cher
21990232602252|Herodotus
32985348860538|Claudius
2199023292491|Beyoncé_Knowles
69995|Barbados
2199023293678|George_S._Patton
17592186066681|Jacqueline_Kennedy_Onassis
2199023279222|Frank_Zappa
13194139577378|Abraham
32985348865015|Avril_Lavigne
21990232604834|Mark_Antony
24189255864707|Bill_Gates
21990232577588|Calvin_Coolidge
21990232557886|Federico_Fellini
8796093081448|Honduras
32768|James_Stewart
24189255828588|Sophocles
10995116307039|Michael_Caine
4398046557502|Prussia
4398046548869|Liberia
26388279086110|Robert_Burns
21990232594931|Tom_Hanks
6597069796584|Ralph_Waldo_Emerson
24189255827480|Tennessee_Williams
66218|League_of_Nations
15393162794868|Dolly_Parton
24189255855817|United_Kingdom_of_Great_Britain_and_Ireland
19791209300504|D._H._Lawrence
32985348867288|Trinidad_and_Tobago
19791209358937|Benjamin_Britten
10995116291002|Samuel_Beckett
17592186077945|Molière
13194139605745|Edward_Elgar
10995116335468|Douglas_Adams
28587302322524|Laos
19791209345540|Tupac_Shakur
15393162803227|Frederick_the_Great
10995116335839|South_Vietnam
37019|Billie_Holiday
13194139547249|Lucille_Ball
51200|Dalai_Lama
2199023265924|Robert_Schumann
8796093062413|Meryl_Streep
26388279076963|Irving_Berlin
17592186075955|Tacitus
30786325587701|John_Quincy_Adams
34453|Jack_Kerouac
30786325616485|Mongolia
19791209306662|Howard_Hughes
6597069777797|Morgan_Freeman
10995116342765|Empire_of_Japan
17592186045891|Friedrich_Engels
30786325580763|Luciano_Pavarotti
4398046565463|Byzantine_Empire
32985348896834|Mary,_Queen_of_Scots
4398046522337|H._P._Lovecraft
13194139601064|Claude_Debussy
6597069817490|Mustafa_Kemal_Atatürk
8796093033621|Shania_Twain
26388279127298|Hector_Berlioz
2199023294254|Alice_Cooper
26388279069885|Warren_G._Harding
32985348860977|Gloria_Estefan
17592186093106|Ella_Fitzgerald
32985348844875|Michael_Moore
10995116347981|Pliny_the_Elder
21990232619336|Marie_Antoinette
26388279084310|Richard_I_of_England
21990232558091|Horatio_Nelson,_1st_Viscount_Nelson
18503|Stevie_Wonder
26388279073552|Whoopi_Goldberg
8796093062073|Miles_Davis
32985348882554|Jerry_Lewis
30786325618377|Clark_Gable
32985348859366|Solomon
26388279100590|Al_Pacino
24189255875070|Fred_Astaire
15393162801775|Harrison_Ford
6597069799083|Rabindranath_Tagore
13194139564117|Richard_Rodgers
17592186048504|Gibraltar
15393162803787|Percy_Bysshe_Shelley
19791209351432|Kingdom_of_Great_Britain
15393162802835|Hugo_Chávez
4398046546798|Diocletian
32985348896275|John_Major
6597069769317|Andrew_Lloyd_Webber
21990232598312|John_Travolta
28587302387421|Boris_Yeltsin
13194139605351|Bob_Marley
26388279098708|Will_Smith
15393162816434|Pope_John_XXIII
26388279129617|George_IV_of_the_United_Kingdom
17592186089960|Allen_Ginsberg
21990232568406|James_A._Garfield
24189255860745|Philip_K._Dick
26388279068083|German_Empire
30786325615283|Joseph_McCarthy
17592186077973|Andrew_Carnegie
6597069819439|Sylvester_Stallone
13194139546393|Justin_Timberlake
15393162794266|Dmitri_Shostakovich
24189255838795|Dick_Cheney
30786325601976|Angelina_Jolie
17592186104368|Mary_Magdalene
19791209304149|Jennifer_Lopez
66541|Alexander_Pushkin
8796093072902|Senegal
2199023309554|Zambia
24189255876258|Axis_powers
13194139567431|Francis_I_of_France
10995116312683|Robert_Redford
28587302324426|Rwanda
28587302362514|Joseph_Goebbels
21990232601628|Arthur_Miller
2199023288416|Joan_Baez
21990232584644|Joseph_Smith
19791209322451|Gloria_Macapagal-Arroyo
19791209353762|Mozambique
21990232624438|Ozzy_Osbourne
15393162860826|Alexander_Pope
15393162854718|Terry_Pratchett
25906|Anne,_Queen_of_Great_Britain
30786325622406|Luís_Figo
28587302347185|Guam
30786325644282|John_Gielgud
30786325593358|Sierra_Leone
8796093036783|Cecil_B._DeMille
13194139592156|Ezra_Pound
13194139568098|Hannibal
2199023320880|Michael_Jordan
26388279099992|Antonín_Dvořák
6597069835955|George_II_of_Great_Britain
19791209357612|Andrew_Johnson
28587302344309|Ptolemy
17592186097269|Heinrich_Himmler
19791209308413|Henry_Wadsworth_Longfellow
67297|Sean_Penn
21990232609744|Johnny_Depp
28587302390708|Roman_Polanski
21990232556962|Ferdinand_Marcos
13265|Christopher_Lee
28587302369664|Janis_Joplin
21990232627555|Ted_Kennedy
21990232601349|Kosovo
28587302327653|Muhammad_Ali_Jinnah
13194139587450|Louis_XV_of_France
17592186102486|Albert,_Prince_Consort
17592186107242|Ray_Bradbury
19791209346631|Gilbert_du_Motier,_marquis_de_Lafayette
2199023308465|Silvio_Berlusconi
24189255811573|James_Brown
19791209334913|Nelly_Furtado
4398046546759|Buddy_Holly
26388279133875|James_Monroe
10995116309140|Martin_Heidegger
10995116346254|Aristophanes
19791209314537|Ban_Ki-moon
19791209371144|Kris_Kristofferson
32985348848685|Denzel_Washington
6597069836150|British_Raj
32985348857577|Frank_Lloyd_Wright
32985348849109|Bruce_Lee
32985348875976|Joe_Biden
28587302340470|Titian
4398046511396|Yemen
16093|Joan_Crawford
28587302361152|Matt_Damon
2199023283682|David_Lloyd_George
10995116295729|Quentin_Tarantino
13194139587284|Sammy_Davis,_Jr.
10995116335478|Bill_Cosby
8796093074054|Edward_I_of_England
33248|William_Randolph_Hearst
4398046550500|Charlie_Parker
17592186084939|Ian_Fleming
21990232612599|Rudy_Giuliani
17592186098113|Rhodesia
15393162861665|Nicolas_Cage
26388279090450|Lady_Gaga
13194139556755|Van_Morrison
6597069782135|W._H._Auden
19791209306466|William_Tecumseh_Sherman
19791209336821|John_Wesley
13194139557312|Oliver_Stone
10995116287916|Alexander_II_of_Russia
26388279087276|Vincent_Price
30786325620223|David_Lynch
17592186099391|Qatar
28587302325292|Elvis_Costello
17592186063644|Tina_Turner
10995116324955|Saint_Joseph
2199023264234|Alfred_the_Great
19791209305166|Harold_Wilson
21990232601917|Kanye_West
21990232556381|Diana_Ross
13194139535979|Mickey_Rooney
67832|Cliff_Richard
15393162818363|Achaemenid_Empire
21990232558484|Leonardo_DiCaprio
6597069805819|Pope_Pius_XI
2199023319558|Bette_Midler
30786325633405|Johnny_Carson
10995116350707|Paul_Simon
8796093037034|Phil_Collins
26388279135127|Zachary_Taylor
21990232568070|European_Economic_Community
8796093070301|Stephen_Sondheim
21990232607032|Peter_Paul_Rubens
4398046530937|Gaetano_Donizetti
4398046547646|Bahrain
30786325640340|Doris_Day
8796093075849|Steve_Martin
13194139573152|Isle_of_Man
30786325625611|William_Ewart_Gladstone
26388279130510|Cardinal_Richelieu
15393162849736|Namibia
26388279131087|Harold_Pinter
2199023281346|Louis_Philippe_I
21990232584379|Eugène_Ionesco
4398046534603|Jerome
30786325580508|Benny_Goodman
6597069795249|Francis_Ford_Coppola
10995116286055|Pope_Pius_IX
30786325618309|Al_Capone
4398046537860|George_I_of_Great_Britain
2199023302622|Colin_Powell
4398046537050|Jerry_Lee_Lewis
4398046574785|Antonio_Vivaldi
8796093079042|Keith_Richards
28587302353572|Henry_VII_of_England
57727|Brian_Mulroney
15393162791498|Weimar_Republic
10995116302309|Jamie_Foxx
19791209350689|Sergei_Rachmaninoff
10995116333561|Guyana
28587302346378|Rod_Stewart
14286|Papua_New_Guinea
30786325595417|Dennis_Hopper
4398046542762|Rory_Gallagher
13194139543769|John_Huston
30786325624744|Roy_Orbison
6597069836893|Kylie_Minogue
21990232622158|Edgar_Rice_Burroughs
28587302333339|Russian_Soviet_Federative_Socialist_Republic
8796093027624|Qing_Dynasty
26388279103636|Jefferson_Davis
8796093092911|Liechtenstein
2199023274018|Crimea
6597069776523|Nat_King_Cole
26388279134365|Rutherford_B._Hayes
4398046565033|Oprah_Winfrey
32985348846032|John,_King_of_England
17592186068864|Clement_Attlee
17592186077569|Suriname
30786325607466|John_Williams
10995116306008|Martin_Van_Buren
32985348838900|Augusto_Pinochet
69759|Snoop_Dogg
13194139583634|Willie_Nelson
32985348857036|Holy_Roman_Empire
6597069790400|Macau
15393162846147|Mauritius
8796093030309|Martina_Navratilova
24189255863060|Donald_Trump
26388279104814|Akira_Kurosawa
21990232569656|Mariah_Carey
32985348851386|Gioachino_Rossini
4398046531336|D._W._Griffith
6597069823444|Neil_Gaiman
15393162834773|Christina_Aguilera
30786325590042|Roman_Republic
2199023302074|Tony_Bennett
17592186055974|Mary_I_of_England
15393162819949|George_Michael
6597069836120|Jean-Luc_Godard
68092|Thomas_Hardy
10995116331197|Erwin_Rommel
4398046533347|Camille_Saint-Saëns
15393162841080|Cameroon
28587302325121|William_Penn
26388279106950|Justinian_I
21990232558884|Drew_Barrymore
21990232612384|Mali
4398046511395|P._G._Wodehouse
17592186064293|Tiger_Woods
28587302377449|Boris_Karloff
21990232626318|Peter_Gabriel
8796093088408|Aaron_Copland
31420|Pete_Seeger
10995116299616|Plácido_Domingo
13194139583802|Francis_Drake
2199023290081|Peter_Pan
49580|Henry_V_of_England
30786325594162|North_Vietnam
32985348868604|James_K._Polk
6699|Mahmoud_Ahmadinejad
24189255881115|Hank_Williams
30786325627756|Richard_II_of_England
30786325649809|Aretha_Franklin
26388279123171|Brian_Wilson
61434|Alexander_von_Humboldt
15393162817422|Edward_III_of_England
26388279069780|Samuel_L._Jackson
26388279111347|Mickey_Mouse
21990232611274|Tim_Burton
10995116315277|James_Taylor
21990232563347|Robbie_Williams
24189255850033|Jerome_Kern
15393162835849|Belize
21990232603850|Howard_Stern
19791209337900|Vichy_France
28587302324631|Patti_Smith
30786325625583|Morrissey
26388279106421|Alan_Moore
6597069824578|Pope_Gregory_I
19791209321377|Amy_Winehouse
6597069772370|Jay-Z
28587302383640|Nicholas_I_of_Russia
12245|Judi_Dench
10995116330225|Ridley_Scott
15393162823616|Pope_Leo_XIII
28587302323276|Woody_Guthrie
6597069815495|Samoa
2199023305354|Greenland
4398046544416|Jackie_Robinson
19791209331026|Éamon_de_Valera
10995116328774|The_Notorious_B.I.G.
6597069804531|Benicio_del_Toro
15393162836696|Marvin_Gaye
17592186070699|William_Henry_Harrison
8796093031233|Mary_of_Teck
2199023293980|John_Coltrane
6597069806796|Spike_Lee
26388279101269|Warsaw_Pact
21990232561028|Saint_Patrick
30786325600025|Aleister_Crowley
24189255822309|Frederick_II,_Holy_Roman_Emperor
10995116310872|Janet_Jackson
32985348890365|Nikolai_Rimsky-Korsakov
13194139537192|Lou_Reed
28587302351852|William_IV_of_the_United_Kingdom
2199023276949|Hadrian
30786325578370|Andre_Agassi
4398046541841|Charles_Gounod
28587302324474|Miley_Cyrus
8796093035159|Spanish_Empire
21990232565753|Condoleezza_Rice
2199023298886|Kurt_Cobain
10995116319586|Oscar_Hammerstein_II
8796093055895|Jacob
6597069799851|Alicia_Keys
13194139604657|Sarah_Palin
19791209321281|Samuel_Pepys
24189255871599|Ben_Jonson
8796093092782|Serbia_and_Montenegro
24189255883882|Herbert_Kitchener,_1st_Earl_Kitchener
32985348863221|John_Denver
13194139561565|Paris_Hilton
13194139549624|Tiberius
26388279106720|Tom_Waits
4398046515161|Pope_Pius_X
10995116349538|Barry_Manilow
28587302330856|David_Letterman
8796093040978|Trajan
10995116342202|Whitney_Houston
26388279135281|Benjamin_Harrison
2199023295122|Tonga
17592186090804|Kofi_Annan
13194139562495|Kingdom_of_England
4398046583539|Eddie_Murphy
10995116298420|Billy_Joel
24189255853955|Josephus
26388279136905|Chuck_Berry
15393162822190|Bede
30786325605117|David_Beckham
30786325609836|Irish_Free_State
24189255879326|Louis_XIII_of_France
13194139589665|William_Morris
26388279078094|Count_Basie
30786325592767|Lorenz_Hart
34577|Kurt_Weill
6597069803120|George_Armstrong_Custer
8796093039130|Louis_IX_of_France
15393162845806|Moldova
15393162851465|Brunei
25439|Tajikistan
10995116318777|Roger_Federer
24189255846364|Guinea
30786325646742|Weird_Al_Yankovic
10995116337199|Björk
13194139581698|East_Timor
28587302332986|Jersey
30786325587633|Little_Richard
35184372142408|Edward_Heath
21990232583205|John_McEnroe
6597069770044|Philip_Glass
10995116296936|Botswana
10995116315857|J._P._Morgan
45456|Isabella_I_of_Castile
24122|Thirteen_Colonies
28587302350418|Burt_Reynolds
4398046549558|San_Marino
28587302333264|Bhutan
52758|Adam_Sandler
35635|Malawi
32985348835867|Evo_Morales
26388279089870|Iggy_Pop
30786325607976|Jean-Baptiste_Lamarck
32985348858099|Olivia_Newton-John
21990232588197|Ira_Gershwin
6597069772168|Eritrea
26388279109953|Henry_Clay
4398046522736|Edward_IV_of_England
15393162820127|Lachlan_Macquarie
2199023323070|Louis_XVIII_of_France
21990232582729|Sergei_Eisenstein
32985348893761|Muddy_Waters
26388279107654|John_Ruskin
17592186111867|Alexander_I_of_Russia
2199023305628|Alec_Baldwin
28587302367410|James_Buchanan
4398046553558|Polish–Lithuanian_Commonwealth
21990232563324|Barry_Goldwater
19791209347420|Jimmy_Page
26388279135049|Slobodan_Milošević
10995116317177|John_Dryden
4398046570852|Ralph_Vaughan_Williams
30786325588827|Will_Ferrell
13194139549122|French_Third_Republic
32985348877009|Pervez_Musharraf
19791209364936|Grenada
30786325605455|Sarah_McLachlan
4398046548734|Interpol
30786325650425|Dutch_East_Indies
8796093037532|Sparta
28587302358665|Benin
28587302385507|Jackie_Chan
26388279136178|Donald_Rumsfeld
28587302334289|Roger_Waters
24189255841714|Austrian_Empire
8796093060790|Robert_Plant
30786325644257|Baltic_states
4398046514819|Karol_Kučera
13194139543447|Stan_Lee
15393162803125|Sean_Combs
19791209305428|Dizzy_Gillespie
24189255841153|Serena_Williams
35184372117528|Donovan
32985348836419|Spider-Man
26388279119039|Andorra
19791209353021|Pompey
19791209370935|Georges_Bizet
21990232559882|Organisation_for_Economic_Co-operation_and_Development
26388279077851|Brian_Eno
45006|Tarzan
15393162852387|Kingdom_of_Prussia
13194139565394|Henry_III_of_England
28587302373999|Maimonides
4398046531518|Ralph_Nader
13194139546012|Burundi
6597069768646|Paul_Hindemith
15393162826018|Simon_Cowell
8796093034911|Edward_II_of_England
32985348856127|Ricky_Martin
8796093043893|Michael_Bublé
2199023292039|LL_Cool_J
19791209365475|Tommy_Lee
2199023288245|Jerry_Garcia
30786325602099|Timur
24189255849945|Suleiman_the_Magnificent
4398046550495|Ming_Dynasty
4398046535784|Livy
19791209342116|Wayne_Gretzky
28587302335530|Bugs_Bunny
32985348864506|Chad
15393162806088|Henry_IV_of_England
10995116282597|Liza_Minnelli
