personId|maxDate
4398046515161|1354060800000
2199023264234|1345852800000
26388279073552|1344384000000
6597069769095|1323302400000
6597069805819|1324944000000
21990232590286|1341187200000
32985348899549|1354060800000
8796093035626|1342310400000
19791209352525|1349136000000
15393162826888|1336003200000
21990232627555|1324857600000
17592186066895|1324771200000
2199023309554|1354060800000
8796093022975|1354060800000
10995116294844|1298678400000
8796093035159|1330819200000
32985348857577|1354060800000
21990232614466|1321920000000
21990232627818|1332720000000
24189255861406|1346976000000
10995116337199|1354060800000
21990232602252|1352419200000
6597069773595|1321833600000
21990232568885|1345939200000
4398046537050|1344470400000
2199023269948|1338940800000
17592186111867|1312848000000
24189255862212|1338508800000
21990232612599|1325980800000
8796093092782|1354060800000
471|1354060800000
10995116349392|1354060800000
28587302322524|1310169600000
26388279072988|1345593600000
30786325585147|1333756800000
28587302333408|1339632000000
17592186077569|1334361600000
2199023291384|1315872000000
2199023320307|1323734400000
19791209360262|1305763200000
30786325616485|1323129600000
10995116342274|1338508800000
19791209304149|1354060800000
2199023321388|1335139200000
21990232556381|1354060800000
21990232623392|1354060800000
19791209306662|1300665600000
19791209314537|1333238400000
15393162861665|1341273600000
10995116339025|1341100800000
17592186066681|1341619200000
32985348838956|1354060800000
28587302344035|1335830400000
18503|1354060800000
13194139586494|1316131200000
2199023319558|1323043200000
2199023279309|1354060800000
37019|1330128000000
32985348901536|1324425600000
13194139551449|1330300800000
2199023294188|1341619200000
8796093040978|1354060800000
66541|1348704000000
2199023274018|1350000000000
2199023308465|1321315200000
19791209325582|1354060800000
2199023273399|1354060800000
21990232606755|1312329600000
24189255843638|1329868800000
2199023261812|1338854400000
8796093039130|1354060800000
30786325599864|1310256000000
26388279103636|1312588800000
19791209363096|1354060800000
21990232562267|1351123200000
19791209356777|1323907200000
28587302325292|1339545600000
17592186048504|1342051200000
13194139533725|1337212800000
15393162843574|1301788800000
17592186108408|1321574400000
32985348851419|1354060800000
32985348844875|1335052800000
24189255879326|1348272000000
13194139605351|1354060800000
8796093079596|1354060800000
21990232601349|1333411200000
2199023305966|1351728000000
19791209358335|1328054400000
28587302391002|1339286400000
21990232611274|1324944000000
8796093037532|1354060800000
8796093047542|1308528000000
19138|1349654400000
26388279079964|1292803200000
28587302394093|1354060800000
2199023297248|1354060800000
6597069806796|1339113600000
24189255811573|1342656000000
32985348851534|1354060800000
4398046527761|1354060800000
26388279084310|1328227200000
6597069835955|1324166400000
2199023268726|1354060800000
8796093069306|1354060800000
15393162806476|1354060800000
17592186075955|1324684800000
10995116345809|1323302400000
24189255867354|1354060800000
28587302334289|1330646400000
6597069809623|1326499200000
4398046548869|1330732800000
13194139558456|1313884800000
26388279100590|1328659200000
21990232620135|1354060800000
21990232618153|1354060800000
17592186098863|1338768000000
28587302345584|1342137600000
17592186079976|1346716800000
32985348904139|1354060800000
30786325618754|1329177600000
26388279086934|1354060800000
26388279126249|1351728000000
6699|1354060800000
24189255812105|1331510400000
17592186107242|1338854400000
31420|1354060800000
21990232563645|1354060800000
6597069770044|1324080000000
13194139576108|1354060800000
14286|1320451200000
4398046533756|1331337600000
2199023278436|1354060800000
32985348882167|1337299200000
8796093089926|1354060800000
17592186083799|1354060800000
6597069772370|1336262400000
30786325622406|1347494400000
10995116331197|1324080000000
8796093052956|1354060800000
26388279096205|1330646400000
6597069768646|1354060800000
28587302346651|1322870400000
8796093075849|1354060800000
17592186064293|1333670400000
30786325600025|1354060800000
2199023255558|1350259200000
13265|1354060800000
24189255818088|1323216000000
17592186062450|1353888000000
24189255870841|1345334400000
21990232594931|1354060800000
21990232615150|1334016000000
8796093028388|1332028800000
26388279101898|1354060800000
24189255822309|1349568000000
30786325580763|1354060800000
13194139543359|1342310400000
28587302358665|1342742400000
6597069788008|1354060800000
6597069796584|1323302400000
6597069823444|1323475200000
2199023302074|1324425600000
32985348852787|1341878400000
4398046543205|1354060800000
24189255850033|1347321600000
19791209309339|1354060800000
10995116319586|1343001600000
4398046558719|1345680000000
6597069824381|1338854400000
21990232622158|1354060800000
24189255831196|1350000000000
68092|1354060800000
4398046572206|1346544000000
8796093062413|1332460800000
30786325625583|1354060800000
32985348857036|1354060800000
2199023293980|1354060800000
30786325610106|1354060800000
6597069768987|1354060800000
8796093074054|1351123200000
2199023290081|1324080000000
28587302355623|1306368000000
2199023279222|1342915200000
10995116350707|1334275200000
13194139561565|1354060800000
8796093030408|1330992000000
30786325621301|1337126400000
30786325594162|1348272000000
2199023291155|1342915200000
32985348882736|1311724800000
17592186070699|1343001600000
26388279096887|1354060800000
6597069790400|1354060800000
32768|1354060800000
30786325649809|1354060800000
15393162826018|1354060800000
8796093042488|1354060800000
30786325607564|1354060800000
32985348882554|1338595200000
28587302351852|1328486400000
26388279123731|1354060800000
61434|1324944000000
13194139597091|1354060800000
34914|1318291200000
2199023305628|1328140800000
21990232581569|1354060800000
30786325607976|1344556800000
21990232607032|1352419200000
32985348893761|1352332800000
10995116330225|1330128000000
30786325606761|1308614400000
6597069803120|1354060800000
21990232578613|1348704000000
32985348893988|1341705600000
21990232609744|1349308800000
6597069819768|1354060800000
15393162802835|1354060800000
13194139564117|1346889600000
15393162856124|1354060800000
26388279139148|1354060800000
21990232601917|1343088000000
2199023323088|1352160000000
6597069811309|1354060800000
32985348840473|1344297600000
19791209360474|1354060800000
28587302333789|1336694400000
15393162806088|1336348800000
13194139579887|1354060800000
6597069769317|1349049600000
28587302324426|1354060800000
28587302364119|1332547200000
15393162859104|1354060800000
8796093028700|1354060800000
26388279089672|1350604800000
6597069779097|1354060800000
4398046546759|1354060800000
10995116346800|1322870400000
45006|1342656000000
53286|1323907200000
26388279128402|1334620800000
19791209361861|1354060800000
30786325633405|1341187200000
17592186108615|1342915200000
19791209341201|1328572800000
25439|1354060800000
32985348892097|1342742400000
30786325618309|1354060800000
30786325593358|1354060800000
21990232577588|1342828800000
26388279109953|1354060800000
32985348904312|1342569600000
30786325590042|1354060800000
2199023298886|1344643200000
4398046527156|1354060800000
24189255850183|1354060800000
21990232603850|1353369600000
24189255864707|1354060800000
28587302326796|1341532800000
13194139556755|1354060800000
24189255839670|1354060800000
19791209370935|1354060800000
15393162834773|1354060800000
10995116287916|1345248000000
32985348860892|1354060800000
24189255839282|1354060800000
28587302387421|1354060800000
26388279106022|1354060800000
26388279136178|1354060800000
32985348873795|1324080000000
6597069839114|1332115200000
19791209353021|1354060800000
30786325580956|1354060800000
30786325592767|1354060800000
8796093068996|1354060800000
17592186055053|1354060800000
28587302327653|1354060800000
26388279086110|1345852800000
32985348854480|1354060800000
10995116309140|1354060800000
21990232560317|1320364800000
2199023292491|1354060800000
17592186084918|1349481600000
13194139583802|1354060800000
21990232609154|1354060800000
30786325602099|1354060800000
32985348891499|1354060800000
21990232568070|1354060800000
28587302347449|1354060800000
17592186060121|1354060800000
2199023281346|1351123200000
15393162794266|1354060800000
2199023262068|1354060800000
30786325648680|1354060800000
10995116312806|1354060800000
54898|1354060800000
36427|1354060800000
8796093092911|1345420800000
19791209333095|1351987200000
21990232604834|1354060800000
21990232612384|1354060800000
30786325586428|1348444800000
21990232589532|1333411200000
13194139565394|1354060800000
69759|1323648000000
15393162842151|1354060800000
62768|1354060800000
24189255820240|1354060800000
28587302322247|1354060800000
2199023289495|1354060800000
28587302379716|1354060800000
32985348890365|1334534400000
10995116291002|1354060800000
21990232584644|1339545600000
17592186099391|1354060800000
24189255860745|1342224000000
24189255881115|1354060800000
32985348898710|1354060800000
26388279067627|1354060800000
38782|1354060800000
4398046555174|1354060800000
32985348852778|1354060800000
15393162836696|1354060800000
15393162840347|1354060800000
30786325587633|1354060800000
17592186113098|1354060800000
15393162822190|1354060800000
15393162823616|1345420800000
13194139547249|1324512000000
32985348869220|1336089600000
4398046549558|1354060800000
28587302390874|1354060800000
4398046554117|1349308800000
21990232621365|1354060800000
69995|1334534400000
2199023302510|1354060800000
19791209337900|1354060800000
10995116334649|1354060800000
28587302367410|1354060800000
4398046547646|1354060800000
10995116302309|1354060800000
19791209337753|1354060800000
15393162841080|1322870400000
24189255868578|1354060800000
2199023273339|1354060800000
8796093027093|1354060800000
32985348896275|1342656000000
30786325605117|1354060800000
30786325588827|1354060800000
17592186055974|1354060800000
4398046565528|1354060800000
26388279136639|1354060800000
26388279111347|1351123200000
26388279098708|1345075200000
8796093043305|1339545600000
28587302363802|1354060800000
32985348863221|1354060800000
17592186064642|1354060800000
17768|1354060800000
28587302361152|1354060800000
35184372117528|1354060800000
10995116298420|1354060800000
6597069824578|1349136000000
28587302333339|1354060800000
13194139576023|1354060800000
32985348856127|1347667200000
17592186070459|1354060800000
26388279099270|1354060800000
19791209334913|1354060800000
21990232561028|1354060800000
32985348838900|1354060800000
28587302325121|1354060800000
19791209306502|1344297600000
28587302330098|1349308800000
26388279107654|1354060800000
30786325608565|1335484800000
15393162846147|1354060800000
33358|1354060800000
21990232598448|1353196800000
26388279138815|1354060800000
13194139583947|1354060800000
15393162860751|1354060800000
15393162796337|1354060800000
21990232561231|1354060800000
28587302330856|1354060800000
19791209339332|1322265600000
8796093043893|1354060800000
32985348857949|1354060800000
28587302322753|1354060800000
32985348845877|1354060800000
45456|1354060800000
6597069799851|1350432000000
62912|1354060800000
21990232584379|1354060800000
8224|1354060800000
10995116339695|1354060800000
15393162819949|1354060800000
21990232582729|1354060800000
6597069815298|1354060800000
6597069795249|1354060800000
26388279119039|1354060800000
30786325627756|1354060800000
24189255870238|1354060800000
15393162837654|1354060800000
4398046574785|1354060800000
32985348859593|1354060800000
30786325618377|1354060800000
8796093056796|1328313600000
2199023302622|1354060800000
28587302324474|1345593600000
13194139587284|1354060800000
10995116309631|1354060800000
15393162824143|1354060800000
10995116330757|1346889600000
4398046563364|1354060800000
13194139543447|1354060800000
24189255853955|1341878400000
5869|1354060800000
10995116286055|1354060800000
21990232558484|1354060800000
4398046560553|1343779200000
15393162845806|1354060800000
2199023309066|1354060800000
21990232560325|1354060800000
19791209331191|1354060800000
28587302362514|1354060800000
2199023288245|1354060800000
8796093072222|1354060800000
4398046530937|1331596800000
32985348868604|1354060800000
4398046514056|1354060800000
4398046533539|1354060800000
28587302385507|1338508800000
15393162852387|1354060800000
21990232563324|1354060800000
2199023265924|1354060800000
32985348867288|1354060800000
21990232606999|1354060800000
4398046515961|1354060800000
10995116315277|1354060800000
13194139579830|1354060800000
15393162837377|1354060800000
32985348852850|1354060800000
4398046546798|1354060800000
21990232567946|1354060800000
10995116282597|1354060800000
24189255841312|1323129600000
30786325605455|1354060800000
10995116302696|1354060800000
17592186050333|1354060800000
24122|1354060800000
24189255876258|1354060800000
10995116281877|1354060800000
4398046577209|1354060800000
21990232559882|1354060800000
32985348884083|1339027200000
24189255840845|1354060800000
28587302353572|1354060800000
8796093056086|1350864000000
8796093033621|1354060800000
32985348877009|1354060800000
19791209354831|1354060800000
19791209321377|1354060800000
19791209371169|1354060800000
8796093024620|1335312000000
26388279078094|1354060800000
17592186104368|1354060800000
2199023312370|1354060800000
