personId|startDate|durationDays|countryXName|countryYName
28587302371023|1298937600000|29|Tajikistan|Estonia
28587302371493|1298937600000|29|Hong_Kong|Rwanda
21990232607477|1298937600000|29|Norway|Switzerland
13194139585529|1298937600000|29|Papua_New_Guinea|Azerbaijan
2199023314361|1298937600000|29|Honduras|Singapore
26388279126878|1298937600000|29|Rwanda|Norway
2199023317344|1298937600000|49|Estonia|Papua_New_Guinea
30786325637587|1291161600000|32|Honduras|Papua_New_Guinea
30786325611921|1304208000000|32|Estonia|Papua_New_Guinea
17592186057225|1306886400000|28|Rwanda|Tajikistan
17811|1306886400000|28|Azerbaijan|Papua_New_Guinea
17592186065999|1306886400000|28|Norway|Switzerland
15393162813358|1306886400000|28|Rwanda|Finland
24189255835604|1306886400000|28|Estonia|Switzerland
10995116304827|1306886400000|28|Norway|Rwanda
19791209327555|1306886400000|28|Tajikistan|Singapore
10995116310557|1291161600000|52|Finland|Hong_Kong
10995116321791|1306886400000|28|Azerbaijan|Hong_Kong
26388279114725|1306886400000|28|Switzerland|Azerbaijan
4398046571526|1306886400000|28|Singapore|Rwanda
19791209370105|1306886400000|28|Switzerland|Azerbaijan
28587302394372|1306886400000|28|Finland|Singapore
32985348852255|1304208000000|50|Finland|Hong_Kong
10995116342472|1306886400000|54|Hong_Kong|Estonia
27450|1306886400000|30|Papua_New_Guinea|Norway
30786325627168|1304208000000|29|Norway|Honduras
13194139564778|1306886400000|34|Rwanda|Norway
17592186099185|1298937600000|37|Azerbaijan|Hong_Kong
30786325643836|1306886400000|79|Azerbaijan|Norway
28587302327495|1306886400000|30|Azerbaijan|Norway
21990232566380|1306886400000|30|Norway|Finland
28587302362097|1306886400000|30|Switzerland|Singapore
26388279111234|1306886400000|30|Norway|Azerbaijan
15393162840722|1306886400000|30|Honduras|Azerbaijan
13194139592863|1306886400000|30|Rwanda|Honduras
24189255874389|1306886400000|30|Tajikistan|Estonia
28587302394324|1306886400000|30|Hong_Kong|Singapore
28587302341268|1298937600000|35|Papua_New_Guinea|Azerbaijan
30786325597193|1306886400000|30|Estonia|Rwanda
13194139537604|1325376000000|29|Singapore|Norway
15393162791083|1298937600000|28|Finland|Rwanda
2199023259507|1298937600000|28|Estonia|Norway
6597069771890|1298937600000|28|Papua_New_Guinea|Azerbaijan
26388279077855|1298937600000|28|Switzerland|Finland
21990232568560|1298937600000|28|Azerbaijan|Hong_Kong
26388279081825|1298937600000|47|Hong_Kong|Norway
17829|1298937600000|28|Finland|Norway
21990232575820|1298937600000|28|Singapore|Norway
26388279089704|1298937600000|28|Azerbaijan|Honduras
17592186070543|1298937600000|28|Azerbaijan|Singapore
29994|1298937600000|41|Singapore|Hong_Kong
26388279098734|1298937600000|50|Azerbaijan|Hong_Kong
35529|1298937600000|28|Singapore|Estonia
4398046547571|1298937600000|28|Papua_New_Guinea|Norway
2199023296148|1298937600000|28|Singapore|Rwanda
2199023299559|1298937600000|28|Papua_New_Guinea|Switzerland
44359|1298937600000|28|Finland|Tajikistan
24189255858307|1298937600000|28|Finland|Azerbaijan
21990232603353|1298937600000|28|Hong_Kong|Papua_New_Guinea
10995116326008|1298937600000|28|Tajikistan|Papua_New_Guinea
13194139585842|1298937600000|28|Tajikistan|Rwanda
19791209355031|1298937600000|28|Rwanda|Switzerland
26388279124639|1306886400000|42|Norway|Papua_New_Guinea
13194139594172|1298937600000|28|Switzerland|Honduras
13194139595131|1298937600000|28|Norway|Rwanda
24189255879330|1298937600000|28|Honduras|Finland
8796093094477|1298937600000|28|Finland|Estonia
17592186117107|1298937600000|28|Finland|Singapore
2199023273106|1298937600000|29|Honduras|Azerbaijan
2199023294609|1298937600000|29|Rwanda|Azerbaijan
24189255863675|1306886400000|61|Rwanda|Finland
15393162810891|1304208000000|52|Papua_New_Guinea|Azerbaijan
10995116283851|1298937600000|28|Papua_New_Guinea|Hong_Kong
6597069810425|1298937600000|28|Papua_New_Guinea|Hong_Kong
10995116322394|1298937600000|28|Tajikistan|Norway
28587302376866|1298937600000|28|Hong_Kong|Honduras
19791209362572|1298937600000|28|Papua_New_Guinea|Switzerland
28587302392390|1306886400000|51|Papua_New_Guinea|Switzerland
26388279083012|1306886400000|28|Finland|Papua_New_Guinea
24189255829036|1306886400000|30|Singapore|Papua_New_Guinea
10995116315439|1306886400000|30|Papua_New_Guinea|Tajikistan
28587302369271|1306886400000|30|Papua_New_Guinea|Singapore
4398046563401|1306886400000|30|Norway|Rwanda
19791209364589|1306886400000|30|Norway|Rwanda
28587302352667|1306886400000|29|Singapore|Rwanda
2199023305567|1298937600000|36|Azerbaijan|Hong_Kong
19791209334170|1304208000000|32|Norway|Azerbaijan
13194139606195|1306886400000|44|Norway|Azerbaijan
21990232611755|1306886400000|31|Norway|Azerbaijan
26388279094266|1306886400000|47|Hong_Kong|Singapore
28587302327655|1306886400000|74|Norway|Honduras
2199023266429|1291161600000|29|Azerbaijan|Estonia
8796093035497|1291161600000|29|Switzerland|Papua_New_Guinea
32985348850152|1291161600000|46|Singapore|Papua_New_Guinea
13194139550572|1291161600000|29|Switzerland|Hong_Kong
24189255828734|1291161600000|29|Papua_New_Guinea|Singapore
21990232575928|1291161600000|29|Norway|Azerbaijan
6597069787305|1291161600000|29|Estonia|Hong_Kong
32985348857320|1291161600000|29|Tajikistan|Estonia
26388279090844|1291161600000|29|Norway|Azerbaijan
32985348857968|1291161600000|29|Honduras|Hong_Kong
2199023293255|1291161600000|29|Hong_Kong|Norway
10995116323919|1291161600000|29|Honduras|Hong_Kong
19791209346742|1291161600000|29|Tajikistan|Estonia
2199023307504|1291161600000|29|Hong_Kong|Rwanda
28587302374925|1291161600000|29|Honduras|Singapore
28587302376480|1291161600000|29|Hong_Kong|Switzerland
17592186100618|1291161600000|29|Honduras|Papua_New_Guinea
56650|1291161600000|29|Papua_New_Guinea|Singapore
32985348890316|1291161600000|29|Singapore|Tajikistan
8796093082253|1291161600000|29|Singapore|Rwanda
13194139596206|1291161600000|29|Azerbaijan|Papua_New_Guinea
63623|1291161600000|29|Switzerland|Papua_New_Guinea
13194139598798|1291161600000|29|Tajikistan|Singapore
17592186114488|1291161600000|29|Estonia|Rwanda
70407|1291161600000|29|Honduras|Singapore
4398046582749|1291161600000|29|Norway|Honduras
28587302376895|1306886400000|73|Tajikistan|Hong_Kong
68609|1325376000000|29|Honduras|Switzerland
15393162861827|1291161600000|30|Rwanda|Norway
15393162805426|1301616000000|29|Tajikistan|Azerbaijan
26388279115887|1306886400000|35|Norway|Hong_Kong
8796093055702|1304208000000|30|Singapore|Finland
8796093033169|1291161600000|28|Norway|Finland
13194139566490|1291161600000|28|Switzerland|Hong_Kong
19791209360636|1291161600000|28|Norway|Estonia
10995116349601|1291161600000|28|Papua_New_Guinea|Norway
32985348849905|1306886400000|29|Norway|Honduras
15393162798285|1298937600000|32|Norway|Switzerland
15393162803106|1298937600000|32|Singapore|Switzerland
28587302358587|1306886400000|63|Switzerland|Hong_Kong
35184372145149|1298937600000|32|Hong_Kong|Azerbaijan
4398046570528|1298937600000|32|Estonia|Singapore
30786325650718|1304208000000|30|Azerbaijan|Norway
62873|1291161600000|55|Hong_Kong|Honduras
13194139605426|1291161600000|28|Switzerland|Papua_New_Guinea
10995116331177|1306886400000|28|Switzerland|Tajikistan
32985348836334|1325376000000|32|Norway|Tajikistan
13409|1325376000000|32|Hong_Kong|Honduras
15393162808721|1325376000000|32|Hong_Kong|Papua_New_Guinea
26388279092809|1325376000000|32|Rwanda|Azerbaijan
24189255840754|1325376000000|32|Azerbaijan|Finland
30786325608215|1325376000000|32|Honduras|Papua_New_Guinea
15393162823870|1325376000000|32|Papua_New_Guinea|Switzerland
26388279102230|1325376000000|32|Tajikistan|Hong_Kong
2199023293765|1325376000000|32|Hong_Kong|Azerbaijan
10995116319468|1325376000000|32|Finland|Hong_Kong
17592186086662|1325376000000|32|Rwanda|Papua_New_Guinea
30786325623888|1325376000000|32|Rwanda|Azerbaijan
60703|1325376000000|32|Tajikistan|Honduras
10995116342442|1306886400000|61|Switzerland|Honduras
28587302389801|1325376000000|32|Finland|Norway
21990232558882|1306886400000|38|Singapore|Finland
24189255816700|1306886400000|31|Switzerland|Hong_Kong
32985348839985|1306886400000|31|Finland|Norway
13194139547207|1306886400000|31|Papua_New_Guinea|Hong_Kong
21990232580582|1306886400000|51|Honduras|Switzerland
10995116310013|1306886400000|31|Honduras|Azerbaijan
28587302367611|1306886400000|31|Azerbaijan|Honduras
2199023303930|1306886400000|31|Hong_Kong|Singapore
19791209350455|1306886400000|31|Estonia|Tajikistan
2199023306937|1306886400000|31|Honduras|Switzerland
6597069829665|1306886400000|31|Finland|Papua_New_Guinea
24189255876261|1306886400000|31|Azerbaijan|Tajikistan
4398046543598|1298937600000|35|Honduras|Hong_Kong
8796093023679|1291161600000|31|Papua_New_Guinea|Singapore
21990232563271|1291161600000|31|Azerbaijan|Norway
15393162803709|1291161600000|31|Norway|Estonia
13194139551645|1291161600000|31|Estonia|Honduras
17592186064652|1291161600000|31|Honduras|Norway
32985348872607|1291161600000|31|Hong_Kong|Rwanda
26388279115162|1291161600000|31|Singapore|Switzerland
6597069823845|1291161600000|31|Switzerland|Norway
13194139599974|1291161600000|31|Azerbaijan|Hong_Kong
21990232623053|1291161600000|31|Hong_Kong|Papua_New_Guinea
13194139602788|1291161600000|31|Rwanda|Hong_Kong
26388279136122|1291161600000|31|Hong_Kong|Estonia
19791209370624|1291161600000|31|Estonia|Azerbaijan
49517|1306886400000|29|Papua_New_Guinea|Estonia
21990232565317|1306886400000|30|Norway|Singapore
26388279090318|1306886400000|30|Finland|Singapore
24189255846666|1306886400000|49|Rwanda|Switzerland
21990232628343|1306886400000|30|Estonia|Switzerland
26388279094899|1298937600000|28|Norway|Papua_New_Guinea
17592186065302|1304208000000|49|Singapore|Finland
15393162830994|1291161600000|29|Rwanda|Norway
19791209358799|1291161600000|29|Finland|Norway
70794|1291161600000|29|Hong_Kong|Rwanda
26388279089295|1291161600000|33|Hong_Kong|Papua_New_Guinea
19791209347231|1306886400000|30|Tajikistan|Papua_New_Guinea
30786325580308|1304208000000|30|Azerbaijan|Hong_Kong
30786325611643|1304208000000|47|Estonia|Hong_Kong
10995116290265|1298937600000|30|Singapore|Honduras
21990232571004|1298937600000|30|Honduras|Estonia
10995116312026|1298937600000|30|Rwanda|Azerbaijan
4398046570138|1298937600000|30|Papua_New_Guinea|Switzerland
19791209372172|1298937600000|30|Norway|Honduras
26388279080275|1298937600000|57|Azerbaijan|Honduras
4398046525915|1306886400000|29|Rwanda|Honduras
24189255827848|1306886400000|29|Norway|Hong_Kong
19791209331421|1306886400000|29|Norway|Rwanda
24189255842891|1306886400000|29|Hong_Kong|Singapore
30786325610075|1306886400000|29|Singapore|Hong_Kong
32985348869775|1306886400000|29|Switzerland|Singapore
8796093065892|1306886400000|29|Singapore|Estonia
28587302368080|1306886400000|29|Papua_New_Guinea|Azerbaijan
6597069812568|1306886400000|29|Rwanda|Switzerland
10995116333787|1306886400000|29|Estonia|Switzerland
24189255871124|1306886400000|29|Papua_New_Guinea|Norway
26388279130795|1306886400000|29|Honduras|Azerbaijan
15393162857658|1306886400000|29|Honduras|Switzerland
21990232559158|1291161600000|44|Switzerland|Estonia
30786325584420|1291161600000|35|Hong_Kong|Papua_New_Guinea
