personId|countryName|workFromYear
26388279079964|Hong_Kong|2010
19791209369128|Tajikistan|1999
4398046563711|Singapore|2002
34075|Rwanda|2014
18790|Singapore|2007
30786325645219|Singapore|2001
4398046567279|Azerbaijan|2011
14383|Estonia|1998
32985348860728|Switzerland|2003
28587302363802|Tajikistan|2000
15393162806389|Hong_Kong|2004
32985348884083|Singapore|2005
15393162843653|Norway|2013
4398046555090|Switzerland|2006
4398046527156|Estonia|2013
23214|Estonia|2014
32985348863883|Honduras|1998
15393162813753|Switzerland|1999
17592186093608|Hong_Kong|2011
15393162842151|Rwanda|2002
4398046512486|Azerbaijan|2005
8796093043305|Tajikistan|2009
26388279081263|Hong_Kong|2005
15393162856124|Norway|2012
27788|Papua_New_Guinea|1998
28587302327745|Azerbaijan|2002
10995116294307|Switzerland|1999
38782|Estonia|2002
8796093024620|Singapore|2014
32985348882736|Switzerland|1998
30786325621301|Tajikistan|2007
21990232565190|Honduras|2001
24189255850183|Switzerland|2010
24189255868785|Honduras|2000
15393162859647|Finland|2010
19791209361861|Tajikistan|2006
24189255821585|Rwanda|2014
21990232627818|Tajikistan|1999
19791209365873|Honduras|2006
6597069769095|Switzerland|2013
3716|Finland|2006
17592186045229|Estonia|2005
10995116342274|Estonia|2013
32985348899361|Rwanda|2012
21990232585085|Rwanda|2011
6597069820074|Norway|2004
26388279090267|Honduras|2003
8796093023577|Rwanda|2002
26388279106599|Honduras|2014
10995116281470|Rwanda|1999
32985348840473|Honduras|2000
26388279126249|Azerbaijan|2008
21990232602252|Honduras|2013
32985348860538|Honduras|2014
2199023292491|Singapore|2008
69995|Tajikistan|2012
2199023293678|Estonia|2004
17592186066681|Singapore|2006
2199023279222|Honduras|2011
13194139577378|Singapore|2000
32985348865015|Honduras|2009
21990232604834|Norway|2005
24189255864707|Finland|1998
21990232577588|Finland|2004
21990232557886|Rwanda|2010
8796093081448|Papua_New_Guinea|2011
32768|Finland|2009
24189255828588|Azerbaijan|2010
10995116307039|Honduras|2004
4398046557502|Singapore|2003
4398046548869|Honduras|2004
26388279086110|Hong_Kong|2005
21990232594931|Singapore|2003
6597069796584|Papua_New_Guinea|2013
24189255827480|Finland|2009
66218|Finland|2000
15393162794868|Hong_Kong|2000
24189255855817|Estonia|2006
19791209300504|Norway|2008
32985348867288|Hong_Kong|2009
19791209358937|Papua_New_Guinea|2005
10995116291002|Estonia|2007
17592186077945|Papua_New_Guinea|2008
13194139605745|Hong_Kong|2003
10995116335468|Norway|2011
28587302322524|Tajikistan|2003
19791209345540|Tajikistan|2000
15393162803227|Tajikistan|2000
10995116335839|Honduras|2009
37019|Switzerland|2006
13194139547249|Honduras|2012
51200|Estonia|2012
2199023265924|Rwanda|2001
8796093062413|Finland|2011
26388279076963|Estonia|2009
17592186075955|Estonia|2007
30786325587701|Honduras|2014
34453|Switzerland|2000
30786325616485|Singapore|2005
19791209306662|Tajikistan|2004
6597069777797|Switzerland|2002
10995116342765|Switzerland|2008
17592186045891|Azerbaijan|2012
30786325580763|Norway|2006
4398046565463|Papua_New_Guinea|1999
32985348896834|Norway|2002
4398046522337|Papua_New_Guinea|2010
13194139601064|Estonia|2005
6597069817490|Finland|1998
8796093033621|Azerbaijan|2002
26388279127298|Azerbaijan|2007
2199023294254|Papua_New_Guinea|2003
26388279069885|Tajikistan|2001
32985348860977|Hong_Kong|2004
17592186093106|Papua_New_Guinea|1999
32985348844875|Switzerland|2013
10995116347981|Tajikistan|2003
21990232619336|Switzerland|2005
26388279084310|Hong_Kong|2006
21990232558091|Estonia|2005
18503|Estonia|2013
26388279073552|Hong_Kong|2000
8796093062073|Tajikistan|2006
32985348882554|Azerbaijan|2000
30786325618377|Papua_New_Guinea|1999
32985348859366|Switzerland|2009
26388279100590|Estonia|2003
24189255875070|Finland|2010
15393162801775|Azerbaijan|2006
6597069799083|Singapore|1998
13194139564117|Hong_Kong|1999
17592186048504|Norway|1998
15393162803787|Estonia|2007
19791209351432|Switzerland|2004
4398046546798|Honduras|2002
15393162802835|Papua_New_Guinea|2003
6597069769317|Honduras|2005
32985348896275|Singapore|2012
21990232598312|Finland|2013
28587302387421|Papua_New_Guinea|2012
13194139605351|Papua_New_Guinea|2010
26388279098708|Tajikistan|2000
17592186089960|Rwanda|2004
15393162816434|Switzerland|2011
26388279129617|Finland|2001
21990232568406|Azerbaijan|2010
24189255860745|Honduras|1999
26388279068083|Finland|2011
30786325615283|Estonia|2002
17592186077973|Rwanda|2002
6597069819439|Estonia|2014
13194139546393|Finland|1999
24189255838795|Switzerland|2013
15393162794266|Rwanda|2003
30786325601976|Finland|2002
17592186104368|Finland|2000
19791209304149|Tajikistan|1998
66541|Switzerland|2004
8796093072902|Papua_New_Guinea|2005
2199023309554|Azerbaijan|2003
24189255876258|Hong_Kong|1998
13194139567431|Switzerland|2013
10995116312683|Honduras|2012
28587302324426|Honduras|2008
28587302362514|Hong_Kong|2000
21990232601628|Honduras|2000
2199023288416|Estonia|2006
21990232584644|Papua_New_Guinea|2000
19791209322451|Finland|2002
19791209353762|Rwanda|2001
15393162860826|Norway|2011
21990232624438|Singapore|2009
15393162854718|Azerbaijan|2001
30786325622406|Azerbaijan|2014
25906|Azerbaijan|2008
28587302347185|Switzerland|2011
30786325593358|Papua_New_Guinea|2009
30786325644282|Azerbaijan|2005
8796093036783|Singapore|2005
13194139592156|Azerbaijan|2005
13194139568098|Switzerland|1999
2199023320880|Norway|2014
26388279099992|Rwanda|2003
6597069835955|Singapore|1998
19791209357612|Rwanda|1999
28587302344309|Finland|2004
17592186097269|Finland|2010
19791209308413|Norway|2006
67297|Honduras|2003
21990232609744|Estonia|2013
28587302390708|Finland|1999
21990232556962|Azerbaijan|2002
13265|Norway|2013
28587302369664|Finland|2005
21990232627555|Estonia|2005
21990232601349|Tajikistan|1999
28587302327653|Estonia|2008
13194139587450|Switzerland|2010
17592186102486|Estonia|2012
17592186107242|Azerbaijan|1999
19791209346631|Finland|2007
2199023308465|Azerbaijan|2011
24189255811573|Singapore|2013
19791209334913|Papua_New_Guinea|1999
4398046546759|Honduras|2000
26388279133875|Rwanda|2013
10995116309140|Hong_Kong|2004
10995116346254|Hong_Kong|2005
19791209314537|Norway|2010
19791209371144|Hong_Kong|2001
32985348848685|Tajikistan|2000
6597069836150|Finland|2007
32985348857577|Singapore|2008
32985348849109|Honduras|2013
32985348875976|Rwanda|1999
28587302340470|Rwanda|2008
4398046511396|Hong_Kong|2000
16093|Switzerland|2007
28587302361152|Tajikistan|2008
2199023283682|Rwanda|2005
10995116295729|Finland|2004
13194139587284|Honduras|2005
10995116335478|Rwanda|2011
8796093074054|Finland|2012
33248|Tajikistan|2005
4398046550500|Azerbaijan|2010
17592186084939|Papua_New_Guinea|2005
21990232612599|Finland|2005
17592186098113|Papua_New_Guinea|2008
15393162861665|Norway|2008
26388279090450|Rwanda|2005
13194139556755|Estonia|2006
6597069782135|Azerbaijan|2012
19791209306466|Honduras|2003
13194139557312|Estonia|2008
19791209336821|Azerbaijan|2000
10995116287916|Estonia|2014
26388279087276|Estonia|1998
30786325620223|Rwanda|2011
17592186099391|Switzerland|2000
28587302325292|Azerbaijan|2009
17592186063644|Finland|1998
10995116324955|Azerbaijan|2003
2199023264234|Estonia|1998
19791209305166|Norway|2005
21990232601917|Papua_New_Guinea|2008
21990232556381|Honduras|1998
13194139535979|Papua_New_Guinea|2007
67832|Azerbaijan|2004
15393162818363|Singapore|2012
21990232558484|Tajikistan|2004
6597069805819|Honduras|1998
2199023319558|Honduras|2002
30786325633405|Hong_Kong|2012
10995116350707|Papua_New_Guinea|2006
8796093037034|Singapore|2004
26388279135127|Estonia|2003
21990232568070|Azerbaijan|2002
21990232607032|Norway|2000
8796093070301|Honduras|2007
4398046530937|Azerbaijan|2000
4398046547646|Norway|2000
30786325640340|Hong_Kong|2000
8796093075849|Norway|2002
13194139573152|Rwanda|2013
30786325625611|Papua_New_Guinea|2001
26388279130510|Azerbaijan|1998
15393162849736|Singapore|2014
26388279131087|Finland|2006
2199023281346|Switzerland|2014
21990232584379|Tajikistan|2011
4398046534603|Norway|2005
30786325580508|Tajikistan|2005
6597069795249|Papua_New_Guinea|1998
10995116286055|Estonia|2005
30786325618309|Hong_Kong|2002
4398046537860|Switzerland|2004
2199023302622|Hong_Kong|2012
4398046537050|Singapore|2008
4398046574785|Singapore|2014
8796093079042|Rwanda|2011
28587302353572|Rwanda|2012
57727|Tajikistan|1999
15393162791498|Norway|2006
10995116302309|Rwanda|2011
19791209350689|Switzerland|2011
10995116333561|Hong_Kong|2011
28587302346378|Singapore|2005
14286|Norway|2000
30786325595417|Norway|2006
4398046542762|Estonia|2007
13194139543769|Rwanda|2010
30786325624744|Finland|2004
6597069836893|Honduras|2013
21990232622158|Estonia|2012
28587302333339|Hong_Kong|2010
8796093027624|Tajikistan|2010
26388279103636|Papua_New_Guinea|2014
8796093092911|Singapore|1999
2199023274018|Tajikistan|2003
6597069776523|Estonia|2005
26388279134365|Rwanda|2005
4398046565033|Hong_Kong|2009
32985348846032|Tajikistan|2005
17592186068864|Estonia|2004
17592186077569|Switzerland|1998
30786325607466|Papua_New_Guinea|1998
10995116306008|Tajikistan|2006
32985348838900|Finland|2003
69759|Hong_Kong|2001
13194139583634|Honduras|1998
32985348857036|Hong_Kong|1999
6597069790400|Estonia|2001
15393162846147|Hong_Kong|2006
8796093030309|Estonia|2001
24189255863060|Switzerland|2005
26388279104814|Finland|2010
21990232569656|Honduras|1999
32985348851386|Norway|2008
4398046531336|Azerbaijan|2010
6597069823444|Honduras|2013
15393162834773|Singapore|2014
30786325590042|Estonia|2001
2199023302074|Azerbaijan|1998
17592186055974|Hong_Kong|2009
15393162819949|Switzerland|2007
68092|Azerbaijan|2013
6597069836120|Switzerland|2008
10995116331197|Tajikistan|2011
4398046533347|Azerbaijan|1998
15393162841080|Rwanda|2005
28587302325121|Honduras|2001
26388279106950|Honduras|2001
21990232558884|Singapore|1999
21990232612384|Azerbaijan|2014
4398046511395|Estonia|2004
17592186064293|Norway|2011
28587302377449|Norway|2011
21990232626318|Azerbaijan|2011
8796093088408|Norway|2003
31420|Hong_Kong|2011
10995116299616|Honduras|2005
13194139583802|Tajikistan|2013
2199023290081|Honduras|2009
49580|Estonia|2013
30786325594162|Tajikistan|2014
32985348868604|Rwanda|2004
6699|Hong_Kong|2004
24189255881115|Papua_New_Guinea|1998
30786325627756|Estonia|2012
30786325649809|Rwanda|2008
26388279123171|Tajikistan|2000
61434|Switzerland|2008
15393162817422|Tajikistan|2014
26388279069780|Singapore|2013
26388279111347|Tajikistan|2014
21990232611274|Switzerland|2003
10995116315277|Rwanda|2002
21990232563347|Papua_New_Guinea|1998
24189255850033|Azerbaijan|2000
15393162835849|Honduras|2002
21990232603850|Tajikistan|2008
19791209337900|Rwanda|1998
28587302324631|Finland|2013
30786325625583|Hong_Kong|2009
26388279106421|Norway|2012
6597069824578|Papua_New_Guinea|2002
19791209321377|Tajikistan|2006
6597069772370|Switzerland|2013
28587302383640|Papua_New_Guinea|1999
10995116330225|Estonia|1999
12245|Hong_Kong|2000
15393162823616|Papua_New_Guinea|2001
28587302323276|Azerbaijan|2001
6597069815495|Singapore|1998
2199023305354|Papua_New_Guinea|2000
4398046544416|Papua_New_Guinea|2005
19791209331026|Papua_New_Guinea|2003
10995116328774|Singapore|2005
6597069804531|Singapore|2006
15393162836696|Finland|2010
17592186070699|Azerbaijan|2007
8796093031233|Hong_Kong|2014
2199023293980|Hong_Kong|2014
6597069806796|Honduras|2013
26388279101269|Azerbaijan|2006
21990232561028|Hong_Kong|2002
30786325600025|Norway|2005
24189255822309|Azerbaijan|2006
10995116310872|Rwanda|2006
32985348890365|Azerbaijan|2013
13194139537192|Estonia|2009
28587302351852|Singapore|2013
2199023276949|Rwanda|2000
30786325578370|Hong_Kong|2008
4398046541841|Singapore|2002
28587302324474|Singapore|1998
8796093035159|Papua_New_Guinea|1998
21990232565753|Finland|2004
2199023298886|Hong_Kong|2001
10995116319586|Tajikistan|2003
6597069799851|Honduras|1998
8796093055895|Norway|1998
13194139604657|Honduras|2002
19791209321281|Norway|2010
8796093092782|Norway|2006
24189255871599|Honduras|2010
24189255883882|Azerbaijan|2013
32985348863221|Rwanda|2006
13194139561565|Hong_Kong|2007
13194139549624|Azerbaijan|2001
26388279106720|Singapore|2003
4398046515161|Hong_Kong|2010
28587302330856|Norway|2011
10995116349538|Papua_New_Guinea|2000
8796093040978|Norway|2001
10995116342202|Tajikistan|2005
26388279135281|Estonia|2005
2199023295122|Singapore|2008
17592186090804|Norway|2012
13194139562495|Estonia|2002
4398046583539|Finland|1999
10995116298420|Tajikistan|1999
24189255853955|Switzerland|2003
26388279136905|Papua_New_Guinea|2004
15393162822190|Papua_New_Guinea|2000
30786325605117|Norway|2012
30786325609836|Finland|2004
24189255879326|Estonia|2002
13194139589665|Azerbaijan|2002
26388279078094|Papua_New_Guinea|2013
34577|Rwanda|2008
30786325592767|Finland|2011
6597069803120|Finland|2000
8796093039130|Norway|2000
15393162845806|Norway|2004
15393162851465|Norway|2005
25439|Azerbaijan|2000
10995116318777|Hong_Kong|2001
24189255846364|Norway|1999
30786325646742|Singapore|1999
10995116337199|Singapore|2000
13194139581698|Papua_New_Guinea|2002
28587302332986|Papua_New_Guinea|2003
30786325587633|Tajikistan|2008
35184372142408|Rwanda|2014
21990232583205|Papua_New_Guinea|2007
6597069770044|Papua_New_Guinea|2006
10995116296936|Switzerland|2004
10995116315857|Singapore|1999
45456|Norway|2009
24122|Hong_Kong|2005
28587302350418|Norway|2009
4398046549558|Norway|2004
28587302333264|Hong_Kong|2001
52758|Azerbaijan|2003
35635|Estonia|2000
32985348835867|Estonia|2002
26388279089870|Papua_New_Guinea|2014
30786325607976|Rwanda|2001
32985348858099|Papua_New_Guinea|2008
21990232588197|Norway|2013
6597069772168|Finland|2004
26388279109953|Hong_Kong|2003
4398046522736|Rwanda|1999
15393162820127|Papua_New_Guinea|2000
2199023323070|Honduras|2013
21990232582729|Papua_New_Guinea|2005
32985348893761|Honduras|2003
26388279107654|Rwanda|1998
17592186111867|Papua_New_Guinea|2010
2199023305628|Finland|2000
28587302367410|Norway|2006
4398046553558|Papua_New_Guinea|2010
21990232563324|Singapore|2011
19791209347420|Norway|2012
26388279135049|Finland|2002
10995116317177|Hong_Kong|2000
4398046570852|Finland|2000
30786325588827|Finland|2003
13194139549122|Singapore|2003
32985348877009|Honduras|2001
19791209364936|Finland|2000
30786325605455|Switzerland|2005
4398046548734|Hong_Kong|2005
30786325650425|Norway|2000
8796093037532|Papua_New_Guinea|2011
28587302358665|Papua_New_Guinea|1999
28587302385507|Singapore|2004
26388279136178|Norway|2004
28587302334289|Switzerland|2004
24189255841714|Hong_Kong|2008
8796093060790|Tajikistan|2006
30786325644257|Azerbaijan|2008
4398046514819|Hong_Kong|2010
13194139543447|Hong_Kong|1999
15393162803125|Papua_New_Guinea|2014
19791209305428|Estonia|2006
24189255841153|Honduras|2010
35184372117528|Switzerland|2001
32985348836419|Switzerland|2006
26388279119039|Norway|2011
19791209353021|Papua_New_Guinea|2003
19791209370935|Norway|2007
21990232559882|Estonia|2012
26388279077851|Rwanda|2006
45006|Rwanda|2006
15393162852387|Papua_New_Guinea|2009
13194139565394|Azerbaijan|2013
28587302373999|Norway|2002
13194139546012|Finland|2014
4398046531518|Finland|2010
6597069768646|Honduras|2004
8796093034911|Papua_New_Guinea|2000
15393162826018|Finland|2002
32985348856127|Papua_New_Guinea|2004
8796093043893|Hong_Kong|2010
2199023292039|Hong_Kong|2004
19791209365475|Papua_New_Guinea|1998
2199023288245|Tajikistan|1999
30786325602099|Hong_Kong|2013
24189255849945|Papua_New_Guinea|1999
4398046550495|Azerbaijan|2013
4398046535784|Finland|2013
19791209342116|Honduras|2008
28587302335530|Hong_Kong|2009
32985348864506|Azerbaijan|2012
15393162806088|Tajikistan|2012
10995116282597|Rwanda|2010
