person1Id|person2Id
2199023273939|4398046524394
4398046566882|13194139602925
15393162823425|2199023306937
26388279133813|24189255822227
19791209301284|10995116346015
4398046523533|10995116333787
28587302348634|71713
17592186072155|10995116294458
24189255839829|30786325599360
19791209333442|30786325602740
38469|28587302357605
28587302361028|2199023299559
4398046557729|17592186097230
24189255873354|8796093037863
30786325641432|24189255842891
17592186113014|8796093048586
19791209314873|6597069810425
30786325579831|26388279110446
21990232578980|15393162805426
8796093048010|15393162819366
4398046543986|19791209313251
19791209333417|21990232580582
19791209333586|17592186072822
10995116324023|10995116342442
50374|2199023259507
15393162851609|10995116339657
15393162857530|4398046533132
28587302330592|24189255813562
2199023257226|30786325579831
21990232569008|32985348862492
21990232568771|26388279111234
8796093073867|4398046531376
28587302382717|30786325581563
4398046515173|17592186117107
8796093043418|10995116314563
17592186068610|13194139563525
24189255837426|28587302376895
13194139575416|24189255822227
21990232598100|24189255817018
26388279129773|21990232595363
2199023319182|26388279081402
8796093086356|26388279094899
19791209369667|10995116321791
19791209371253|30786325643836
15393162801011|28587302361028
4398046537733|17592186092080
8796093053786|26388279081402
26388279102708|28587302338814
10995116314157|19791209371923
24189255878946|2199023318667
15393162813160|26388279126878
10648|15393162814924
10995116294454|26388279076886
28587302359575|30786325580251
28587302377561|21990232589458
4398046550739|19791209361790
32985348834678|29571
24189255870476|13194139601605
2199023309265|15393162823425
15393162855875|13194139592863
10995116310086|17592186117107
49960|13194139594789
28587302324129|24189255842891
8796093027702|28587302389801
26388279073319|21990232565317
6597069774872|6597069838304
28587302330681|28587302331096
26388279079295|63623
32985348850330|32985348859610
28587302340061|6597069776624
15393162807706|2199023318667
30786325601001|13194139537604
6597069797129|50374
17592186075172|28587302361028
28587302357605|24189255840754
4398046551659|10995116326008
8796093090621|4398046541190
13194139599162|17592186068610
24189255814865|28587302322760
2199023271135|26388279115162
17592186060455|28587302324913
32985348850838|30786325610874
15393162808843|21990232575820
13194139554484|10995116330311
24189255833631|21990232611339
28954|2199023307504
13194139562521|30786325643836
17592186093283|15393162814992
10995116330311|15393162789077
19791209353348|30786325610086
4398046579267|13194139596206
26388279085772|28587302330592
17592186056793|17592186074318
6597069788923|10995116325480
6597069805711|13194139561327
10995116296111|17592186063787
19791209348212|32985348839985
10995116314969|8796093058634
32985348874353|47431
19791209347920|4398046563401
8796093058634|37872
32985348844514|15393162836997
26388279128833|13194139559152
6597069798788|30786325650718
24189255831888|21990232575820
24189255813562|32985348842942
4398046516514|30786325638524
24189255844998|2199023303930
4398046514155|13194139563525
24189255817018|10995116288363
26388279114773|15393162808843
30786325583336|8796093053786
21990232565287|21990232565317
30786325599360|4398046570138
2199023282576|17592186099185
4398046547421|17811
10995116316669|32985348859610
21990232621250|13194139565206
24189255811234|24189255871124
24189255822227|6597069810425
28587302359367|28587302350186
32985348886901|30786325610086
19791209338783|26388279126315
29060|21990232598100
15393162794900|26388279114773
21990232562467|26388279102230
26388279081063|26388279068903
26388279081402|17592186077105
28587302338814|21990232565287
26388279095918|8796093057199
17592186097230|21990232565317
19791209355662|30786325580251
32985348892534|17829
4398046570599|24189255879330
13194139571784|26388279098734
15393162791859|24189255874389
8796093037863|26388279081825
19791209318529|40588
19791209344004|26388279121644
10995116346517|17592186100062
30786325581563|19791209346742
19791209314871|4398046547421
32985348850211|21990232565287
15393162812518|28587302394372
19791209325691|10995116322394
21990232595363|29994
2199023310428|2199023282263
57550|4398046543986
10995116336513|17592186100618
28587302381794|8796093026718
13194139601343|6597069829665
6597069838304|19791209355031
17592186116354|13194139561327
2199023256264|15393162813786
13194139548998|13194139605451
13194139561327|15393162842220
32985348862492|15393162803106
26388279097748|28587302325551
17592186079313|15393162816508
10995116313304|19791209314074
10995116317890|6597069835647
6597069809954|6597069776624
47978|24189255871124
8796093072964|17592186079313
65883|26388279094899
6597069835647|2199023317344
13194139602925|13194139571784
30786325619514|30786325631783
30786325595713|30786325589150
21990232587182|2199023310428
4398046570195|15393162798846
15393162852357|4398046542420
19791209367722|15393162857530
24189255883083|24189255833631
13194139536201|19791209321935
21990232561503|19791209362572
24189255819092|26388279128833
15393162813786|10995116288363
32985348859610|13194139554484
28826|17592186099185
4398046550217|21990232623053
17592186100062|26388279102230
13194139597202|15393162825527
28587302322760|26388279080275
30786325581562|17592186057225
17592186054288|13194139551645
15393162798846|15393162813358
8796093032227|13194139539021
10995116291710|13194139551645
13194139548145|30786325585096
15393162809421|21990232621574
23487|30786325617459
30786325602740|26388279073319
13194139559152|6597069836817
35184372117590|17592186060455
29632|26388279126878
17592186076217|17592186089535
34892|21990232561503
15393162825527|32985348872607
24189255865968|17592186072822
15393162819720|26388279091115
24189255850312|2199023266429
30786325617392|28587302332049
15393162836536|29994
17592186114525|15393162791083
13194139541651|19791209314871
8796093041082|19791209315948
21176|30786325580251
15393162819366|24189255852852
32985348863856|35529
17592186076237|13194139548145
30786325614479|28587302358587
8796093060610|4398046534687
30786325631783|10995116330311
26388279126315|19791209348212
13194139598143|26388279126878
10995116342997|6597069812568
24189255877380|19791209321935
6597069776624|30786325610075
15393162800927|30786325650718
4398046549833|26388279134192
19791209340286|21990232587182
24189255852354|15393162798285
28587302371023|24189255844998
28587302371493|10995116342472
21990232607477|4398046532388
13194139585529|30786325589150
2199023314361|32985348904523
26388279126878|46510
2199023317344|30786325619514
21990232625424|4398046532388
30786325637587|4398046537733
17592186057225|26388279111234
17811|8796093032227
32985348852255|38836
17592186065999|26388279105356
15393162813358|6597069798788
24189255835604|15393162842220
10995116304827|21990232575820
19791209327555|28587302377561
10995116310557|26388279089295
30786325611921|15393162791859
10995116321791|17592186057225
26388279114725|17592186051575
4398046571526|19791209313251
19791209370105|8796093033169
28587302394372|19791209361790
10995116342472|54766
27450|19791209353348
13194139564778|21990232568560
30786325627168|30786325617392
17592186099185|26388279089295
28587302327495|24189255881171
21990232566380|8796093027702
28587302362097|6597069805711
26388279111234|21990232558882
15393162840722|30786325581562
13194139592863|10995116346015
24189255874389|19791209369667
30786325643836|24189255858307
28587302394324|4398046563401
28587302341268|15393162840542
30786325597193|13194139537604
13194139537604|21990232611755
15393162791083|28587302361028
2199023259507|17592186054288
6597069771890|10995116314969
26388279077855|17592186086662
21990232568560|19791209353348
26388279081825|28587302377561
17829|13194139561327
21990232575820|24189255852354
26388279089704|15393162791859
17592186070543|13194139606195
29994|28587302382717
26388279098734|13194139551742
35529|10995116319468
4398046547571|15393162791083
2199023296148|6597069795354
2199023299559|26388279081402
44359|15393162823870
24189255858307|13194139598798
21990232603353|26388279087967
10995116326008|47431
13194139585842|28587302359367
19791209355031|24189255835604
26388279124639|17592186097230
13194139594172|10995116350620
13194139595131|4398046523533
24189255879330|15393162808843
8796093094477|26388279134192
17592186117107|26388279077855
2199023273106|28587302389801
2199023294609|10995116326008
15393162810891|26388279092809
24189255863675|28587302324129
10995116283851|15393162801011
6597069810425|26388279124639
10995116322394|13194139565756
28587302376866|23487
19791209362572|2199023290733
28587302392390|2199023294702
26388279083012|2199023282576
24189255829036|32985348850152
10995116315439|15393162857388
28587302369271|49960
4398046563401|32985348836334
19791209364589|8796093026549
28587302352667|19791209318529
2199023305567|28587302352667
19791209334170|28587302362097
13194139606195|30786325637002
26388279094266|17592186097230
21990232611755|4398046523533
28587302327655|24189255814865
2199023266429|4398046570138
8796093035497|32985348836334
32985348850152|28587302350186
13194139550572|10995116302212
24189255828734|28587302367611
21990232575928|24189255852852
6597069787305|32985348886901
32985348857320|4398046579267
26388279090844|28587302324913
32985348857968|32985348863232
2199023293255|4398046523533
10995116323919|21990232561503
19791209346742|6597069829078
2199023307504|56650
28587302374925|6597069797129
28587302376480|13194139605426
17592186100618|6597069788923
56650|17592186099185
32985348890316|21990232562467
8796093082253|6597069807047
13194139596206|21990232595363
63623|24189255882303
13194139598798|8796093082253
17592186114488|28587302323211
70407|13194139606195
4398046582749|17592186094144
28587302376895|28826
15393162805426|13194139605426
68609|6597069787305
15393162861827|28587302394324
8796093033169|13194139585842
13194139566490|2199023259507
8796093055702|19791209367722
26388279115887|28587302325551
19791209360636|28587302374925
10995116349601|29994
32985348849905|21990232576192
15393162798285|10995116342472
15393162803106|2199023257226
28587302358587|4398046550739
35184372145149|24189255865968
4398046570528|26388279089704
30786325650718|24189255814865
62873|26388279085772
13194139605426|28587302341268
32985348836334|28587302371493
13409|32985348859610
15393162808721|26388279110446
26388279092809|10995116313304
24189255840754|68609
30786325608215|17829
15393162823870|21990232575820
26388279102230|28587302323211
2199023293765|32985348872607
10995116319468|26388279092809
17592186086662|8796093038421
30786325623888|10995116316669
10995116331177|13409
60703|19791209314873
10995116342442|17592186092080
28587302389801|17592186072155
8796093023679|32985348847356
21990232558882|4398046550739
24189255816700|24189255881171
32985348839985|17592186063787
21990232563271|13194139571784
13194139547207|38836
15393162803709|21990232578980
13194139551645|13194139558360
17592186064652|65883
21990232580582|30786325617392
10995116310013|4398046534687
4398046543598|28587302352667
32985348872607|4398046579267
28587302367611|32985348849905
2199023303930|26388279130795
26388279115162|19791209334170
49517|17592186051575
19791209350455|17592186089535
2199023306937|8796093047163
6597069823845|13194139596206
6597069829665|47978
24189255876261|21990232603353
13194139599974|13194139565206
21990232623053|13194139598143
13194139602788|24189255827848
26388279136122|4398046563401
19791209370624|23487
21990232565317|6597069829078
26388279090318|17592186100062
26388279094899|13194139606195
24189255846666|17592186063109
21990232628343|24189255852354
17592186065302|13194139550407
15393162830994|28587302389801
19791209358799|32985348886934
70794|17592186079125
26388279089295|8796093082286
19791209347231|4398046523533
30786325580308|10995116342472
30786325611643|57550
10995116290265|26388279085772
21990232571004|19791209358236
10995116312026|19791209335124
4398046570138|68609
19791209372172|15393162857658
21990232559158|4398046576876
30786325584420|28587302357605
26388279080275|26388279068526
4398046525915|30786325601001
24189255827848|21990232603353
8796093051762|10995116336513
19791209331421|21990232578980
24189255842891|26388279080275
30786325610075|68073
32985348869775|24189255822227
15393162826154|13194139551742
8796093065892|19791209314871
28587302368080|8796093033169
6597069812568|28587302332049
10995116333787|19791209372172
24189255871124|28587302348341
30786325638524|24189255865968
26388279130795|10995116317890
13194139601605|4398046516514
15393162857658|21990232589458
24189255882303|15393162836536
10995116349245|10995116331177
71713|28587302376480
26388279068526|28587302362097
32985348853718|28587302348341
26388279087967|35184372145149
10995116303753|47431
13194139563525|15393162857530
21990232589458|13194139596206
40588|17811
4398046576876|19791209318529
24189255880427|21990232563271
17592186113989|8796093046998
2199023325817|10995116325480
30786325580428|10995116339657
30786325590266|6597069835647
13194139551934|17592186072822
30786325596362|2199023257226
4398046533132|17592186064652
21990232578684|30786325610874
17592186072822|13194139571784
38648|30786325580251
8796093064695|15393162861827
28587302380399|24189255842891
13194139582787|10995116342997
24189255881171|28587302371023
28587302323211|24189255835604
24189255822856|21990232559158
19791209314074|32985348872607
17592186063787|8796093086356
13194139558360|15393162836536
30786325610086|26388279081825
2199023304286|13194139595131
32985348904523|19791209361790
10995116294458|28587302380399
19791209321935|4398046557729
30786325602200|10995116317890
26388279095018|60075
17592186074318|6597069836817
4398046541731|28587302325456
37872|8796093043418
28587302367099|10995116290265
10995116324551|32985348849905
17592186094144|30786325638524
28587302391124|6597069798788
15393162790005|19791209314873
10995116281397|13194139539021
32985348843579|30786325580428
19791209312754|17592186083059
32985348847356|30786325612851
13194139551742|13194139536201
24189255834589|28587302374925
13194139565206|6597069829665
13194139565756|15393162814924
8796093057199|6597069771890
38836|4398046570195
13194139576331|26388279068903
47431|24189255882303
15393162836997|30786325641156
49638|17592186075447
15393162842220|26388279115887
10995116339657|19791209344004
28587302325551|15393162807706
26388279133535|30786325584420
28587302325579|21990232619971
10995116323481|15393162840542
4398046532388|21990232569008
4398046541190|6597069810425
17592186075447|30786325627168
19791209335124|35184372117590
17592186111569|10995116333787
15393162814924|21990232619971
17592186092080|28587302367611
15393162851223|60703
68073|26388279102230
28587302361625|15393162805426
8796093047163|6597069771890
30786325590703|8796093090621
29571|24189255827848
15393162816508|17592186077105
19791209361790|63623
26388279076886|30786325619514
10995116306978|24189255858307
17592186078583|8796093082253
15393162837488|26388279126878
6597069829078|6597069803698
21990232619971|15393162807706
13194139605451|21990232563999
2163|2199023265744
10995116287048|24189255811234
10995116279349|19791209348212
28587302331096|15393162798846
32985348842942|10995116315439
19791209315948|8796093026549
17592186083059|24189255816700
6597069807047|19791209338783
26388279108314|15393162791083
17592186089535|15393162819366
26388279121644|26388279114725
2199023265744|8796093032227
8796093048586|10995116324023
10995116305561|24189255883083
15393162840542|21990232587182
512|4398046537733
19791209302013|21990232589458
28587302325040|13194139601343
32985348863777|24189255873354
30786325617459|19791209355031
54766|24189255822856
30786325580251|8796093051762
13194139539021|32985348857320
32985348845655|19791209350455
8796093046998|13194139571784
2199023282263|17592186072155
6597069803698|32985348850838
2199023318667|15393162812518
4398046511442|10995116314969
30786325641156|4398046549833
19791209358236|28587302361028
8796093026549|10995116346015
28587302334286|2199023271135
19791209313251|19791209369667
28150|13194139601605
26388279105356|6597069771890
13194139594789|15393162801011
8796093026718|29632
28587302332049|28587302391124
10995116288363|2199023273106
2199023319996|4398046547571
