personId|startDate|durationDays
19791209312774|1349049600000|42
21990232578733|1346457600000|36
19791209319426|1306886400000|32
21990232605007|1301616000000|44
24189255861581|1314835200000|35
13194139582365|1328054400000|31
13194139586494|1280620800000|36
10995116304522|1304208000000|33
26388279134927|1285891200000|46
21990232562087|1328054400000|29
32985348895344|1306886400000|43
32985348855985|1314835200000|30
28587302350550|1320105600000|29
4398046514922|1304208000000|28
4398046543063|1293840000000|36
28587302355904|1304208000000|33
2199023319558|1328054400000|33
6597069819081|1335830400000|38
30786325634716|1351728000000|37
2199023291618|1288569600000|28
32985348845169|1306886400000|37
8796093062826|1320105600000|34
10995116339728|1306886400000|28
16996|1291161600000|28
4398046574839|1309478400000|39
21990232591382|1296518400000|29
26388279127941|1293840000000|34
19791209331607|1298937600000|35
30786325648111|1301616000000|29
13194139583138|1312156800000|32
4398046573626|1298937600000|31
2199023279309|1293840000000|38
8796093092842|1320105600000|44
30786325594806|1314835200000|62
52600|1325376000000|29
32985348860813|1293840000000|37
17592186081964|1298937600000|32
8796093055479|1335830400000|32
15393162805595|1335830400000|35
6597069835954|1301616000000|37
13194139553501|1304208000000|32
28587302385288|1320105600000|36
10995116307690|1317427200000|36
2199023261038|1283299200000|39
13194139573151|1325376000000|28
19791209325599|1314835200000|58
10995116343357|1285891200000|33
32985348833313|1306886400000|32
2199023284212|1325376000000|30
28587302339980|1325376000000|31
19791209353152|1335830400000|36
30786325602275|1291161600000|29
2199023324305|1291161600000|29
19791209343503|1335830400000|31
30786325625675|1301616000000|28
35184372105385|1312156800000|29
10995116301765|1346457600000|43
32985348841981|1298937600000|34
2199023323142|1306886400000|30
2199023320592|1304208000000|30
37019|1301616000000|29
28587302339365|1283299200000|31
30786325602500|1304208000000|33
26388279128729|1320105600000|30
40733|1304208000000|38
32985348866618|1314835200000|33
2199023311311|1304208000000|29
6597069806440|1312156800000|42
6597069785346|1306886400000|40
32985348900239|1304208000000|47
24189255815317|1304208000000|32
8796093072426|1301616000000|34
24189255830389|1301616000000|37
7375|1283299200000|36
32985348876164|1306886400000|61
13194139595664|1349049600000|35
28587302370011|1328054400000|35
21990232618675|1312156800000|38
19791209344742|1293840000000|30
26388279103129|1335830400000|45
8796093073774|1296518400000|31
24189255839874|1328054400000|33
26388279083297|1314835200000|37
33072|1304208000000|33
32985348901536|1285891200000|28
15393162850100|1306886400000|33
8796093079751|1349049600000|35
28449|1306886400000|40
30786325593634|1280620800000|38
2199023301179|1298937600000|56
30786325622058|1330560000000|30
13194139551449|1312156800000|33
28587302367084|1280620800000|31
15393162833282|1291161600000|49
28587302394424|1328054400000|31
26388279126555|1304208000000|38
21990232593126|1320105600000|30
10995116283384|1296518400000|28
19791209309251|1298937600000|28
24189255872960|1301616000000|29
30786325581441|1283299200000|36
32985348868617|1304208000000|34
2199023294188|1301616000000|29
6597069768981|1304208000000|28
13194139550888|1298937600000|33
28587302339395|1351728000000|56
21990232558510|1312156800000|34
32985348847950|1293840000000|34
24189255839925|1283299200000|32
2199023289610|1291161600000|33
15393162819051|1333238400000|32
4398046542837|1317427200000|37
28587302336018|1335830400000|34
15393162817162|1296518400000|41
21990232594464|1298937600000|30
2199023265718|1349049600000|30
21990232599535|1298937600000|33
13194139535443|1320105600000|43
13194139542697|1306886400000|33
15393162810327|1304208000000|39
17592186076158|1298937600000|29
2199023319025|1312156800000|35
