personId|minDate
17592186068610|1346025600000
24189255837426|1346025600000
13194139575416|1346025600000
21990232598100|1346025600000
26388279129773|1346025600000
2199023319182|1346025600000
8796093086356|1346025600000
19791209369667|1346025600000
19791209371253|1346025600000
15393162801011|1347062400000
4398046537733|1347062400000
26388279102708|1347062400000
10995116314157|1347062400000
24189255878946|1347062400000
8796093053786|1346803200000
15393162813160|1349740800000
10648|1346544000000
10995116294454|1346544000000
28587302359575|1346544000000
28587302377561|1346544000000
4398046550739|1349049600000
24189255870476|1350000000000
32985348834678|1347062400000
2199023309265|1349827200000
15393162855875|1349049600000
49960|1348617600000
10995116310086|1350604800000
32985348850330|1350086400000
28587302330681|1347580800000
28587302324129|1346025600000
8796093027702|1346025600000
26388279073319|1346025600000
6597069774872|1346025600000
28587302340061|1346025600000
15393162807706|1346025600000
30786325601001|1346025600000
6597069797129|1346025600000
17592186075172|1346025600000
28587302357605|1346025600000
4398046551659|1346025600000
8796093090621|1346025600000
26388279079295|1346544000000
13194139599162|1346803200000
24189255833631|1350259200000
15393162808843|1349740800000
17592186093283|1347408000000
24189255814865|1346544000000
2199023271135|1346544000000
17592186060455|1346544000000
32985348850838|1346544000000
13194139554484|1346544000000
28954|1346544000000
13194139562521|1346544000000
10995116330311|1349308800000
19791209353348|1346544000000
4398046579267|1346544000000
26388279085772|1348012800000
6597069788923|1350086400000
17592186056793|1346630400000
6597069805711|1346889600000
10995116296111|1350000000000
19791209348212|1346025600000
10995116314969|1350432000000
19791209347920|1348444800000
32985348874353|1346457600000
8796093058634|1349913600000
26388279128833|1347840000000
32985348844514|1347062400000
6597069798788|1350432000000
24189255831888|1349222400000
24189255844998|1348444800000
24189255813562|1346025600000
4398046516514|1346630400000
4398046514155|1349568000000
24189255817018|1348099200000
26388279114773|1349913600000
30786325583336|1346544000000
21990232565287|1346544000000
30786325599360|1349568000000
2199023282576|1346544000000
4398046547421|1346544000000
10995116316669|1346544000000
21990232621250|1349049600000
28587302359367|1349568000000
24189255822227|1349481600000
24189255811234|1346803200000
32985348886901|1346457600000
19791209338783|1349136000000
29060|1349136000000
15393162794900|1345766400000
21990232562467|1345766400000
26388279081063|1345766400000
26388279081402|1345766400000
28587302338814|1345766400000
26388279095918|1345766400000
17592186097230|1345766400000
19791209355662|1345766400000
32985348892534|1345766400000
4398046570599|1345766400000
13194139571784|1346457600000
15393162791859|1346716800000
8796093037863|1348099200000
19791209318529|1346716800000
19791209344004|1346716800000
10995116346517|1346716800000
17592186116354|1348358400000
28587302381794|1347235200000
30786325581563|1345334400000
19791209314871|1345334400000
32985348850211|1345334400000
15393162812518|1345334400000
19791209325691|1345334400000
21990232595363|1345334400000
2199023310428|1345334400000
57550|1348358400000
10995116336513|1345334400000
13194139601343|1345334400000
6597069838304|1348704000000
6597069835647|1346889600000
2199023256264|1346544000000
13194139548998|1346544000000
13194139561327|1346544000000
32985348862492|1346544000000
26388279097748|1346544000000
17592186079313|1346544000000
10995116313304|1346544000000
10995116317890|1346544000000
6597069809954|1346544000000
47978|1346544000000
8796093072964|1349481600000
65883|1346544000000
13194139602925|1346544000000
30786325619514|1347062400000
19791209367722|1349136000000
21990232587182|1347321600000
15393162852357|1347148800000
24189255883083|1349049600000
4398046570195|1346544000000
30786325595713|1345766400000
13194139536201|1345593600000
21990232561503|1345593600000
24189255819092|1345593600000
15393162813786|1345593600000
32985348859610|1345593600000
28826|1345593600000
4398046550217|1345593600000
17592186100062|1345593600000
13194139597202|1350432000000
24189255865968|1351209600000
30786325581562|1346889600000
17592186054288|1349222400000
28587302322760|1345766400000
15393162798846|1345766400000
8796093032227|1345766400000
10995116291710|1345766400000
13194139548145|1345766400000
15393162809421|1345766400000
23487|1348185600000
30786325602740|1345766400000
13194139559152|1345766400000
35184372117590|1345766400000
29632|1345766400000
17592186076217|1345766400000
34892|1345766400000
15393162825527|1345766400000
15393162819720|1347321600000
30786325617392|1347062400000
24189255850312|1346976000000
17592186114525|1347753600000
15393162836536|1347580800000
15393162819366|1347321600000
8796093041082|1346889600000
30786325631783|1346630400000
13194139541651|1345334400000
21176|1345334400000
32985348863856|1345334400000
17592186076237|1345334400000
30786325614479|1345334400000
8796093060610|1345334400000
26388279126315|1349308800000
13194139598143|1347062400000
10995116342997|1345334400000
24189255877380|1345334400000
15393162800927|1350518400000
21990232625424|1346457600000
6597069776624|1346025600000
4398046549833|1346025600000
19791209340286|1347494400000
24189255852354|1346025600000
28587302371023|1346025600000
28587302371493|1346025600000
21990232607477|1346025600000
13194139585529|1346025600000
2199023314361|1346025600000
26388279126878|1346025600000
2199023317344|1349308800000
30786325637587|1345420800000
32985348852255|1349740800000
30786325611921|1347408000000
17592186057225|1345766400000
17811|1345766400000
17592186065999|1345766400000
15393162813358|1345766400000
24189255835604|1345766400000
10995116304827|1345766400000
19791209327555|1345766400000
10995116310557|1349481600000
10995116321791|1345766400000
26388279114725|1345766400000
4398046571526|1345766400000
19791209370105|1345766400000
28587302394372|1345766400000
10995116342472|1349395200000
27450|1347148800000
30786325627168|1346630400000
13194139564778|1348099200000
17592186099185|1347926400000
30786325643836|1350345600000
28587302327495|1346544000000
21990232566380|1346544000000
28587302362097|1346544000000
26388279111234|1346544000000
15393162840722|1346544000000
13194139592863|1346544000000
24189255874389|1346544000000
28587302394324|1346544000000
28587302341268|1347753600000
30786325597193|1347062400000
13194139537604|1347580800000
15393162791083|1345420800000
2199023259507|1345420800000
6597069771890|1345420800000
26388279077855|1345420800000
21990232568560|1345420800000
26388279081825|1349136000000
17829|1345420800000
21990232575820|1345420800000
26388279089704|1345420800000
17592186070543|1345420800000
29994|1348358400000
26388279098734|1349136000000
35529|1345420800000
4398046547571|1345420800000
2199023296148|1345420800000
2199023299559|1345420800000
44359|1345420800000
24189255858307|1345420800000
21990232603353|1345420800000
10995116326008|1345420800000
13194139585842|1345420800000
19791209355031|1345420800000
26388279124639|1348272000000
13194139594172|1345420800000
13194139595131|1345420800000
24189255879330|1345420800000
8796093094477|1345420800000
17592186117107|1345420800000
2199023273106|1346544000000
2199023294609|1346544000000
24189255863675|1349827200000
15393162810891|1349481600000
10995116283851|1345248000000
6597069810425|1345248000000
10995116322394|1345248000000
28587302376866|1345248000000
19791209362572|1345248000000
28587302392390|1349136000000
26388279083012|1346457600000
24189255829036|1345852800000
10995116315439|1345852800000
28587302369271|1345852800000
4398046563401|1345852800000
19791209364589|1345852800000
28587302352667|1346716800000
2199023305567|1348012800000
19791209334170|1345161600000
13194139606195|1348444800000
26388279094266|1349654400000
21990232611755|1347494400000
28587302327655|1350259200000
2199023266429|1345420800000
8796093035497|1345420800000
32985348850152|1349049600000
13194139550572|1345420800000
24189255828734|1345420800000
21990232575928|1345420800000
6597069787305|1345420800000
32985348857320|1345420800000
26388279090844|1345420800000
32985348857968|1345420800000
2199023293255|1345420800000
10995116323919|1345420800000
19791209346742|1345420800000
2199023307504|1345420800000
28587302374925|1345420800000
28587302376480|1345420800000
17592186100618|1345420800000
56650|1345420800000
32985348890316|1345420800000
8796093082253|1345420800000
13194139596206|1345420800000
63623|1345420800000
13194139598798|1345420800000
17592186114488|1345420800000
70407|1345420800000
4398046582749|1345420800000
28587302376895|1350259200000
68609|1347062400000
15393162805426|1346803200000
15393162861827|1345680000000
26388279115887|1347321600000
8796093055702|1347321600000
8796093033169|1345939200000
13194139566490|1345939200000
19791209360636|1345939200000
10995116349601|1345939200000
32985348849905|1346457600000
15393162798285|1345766400000
15393162803106|1345766400000
28587302358587|1350172800000
35184372145149|1345766400000
4398046570528|1345766400000
30786325650718|1347408000000
62873|1349827200000
13194139605426|1345420800000
10995116331177|1345939200000
32985348836334|1344816000000
13409|1344816000000
15393162808721|1344816000000
26388279092809|1344816000000
24189255840754|1344816000000
30786325608215|1344816000000
15393162823870|1344816000000
26388279102230|1344816000000
2199023293765|1344816000000
10995116319468|1344816000000
17592186086662|1344816000000
30786325623888|1344816000000
60703|1344816000000
10995116342442|1349827200000
28587302389801|1344816000000
4398046543598|1347753600000
21990232558882|1347408000000
24189255816700|1345852800000
32985348839985|1345852800000
13194139547207|1345852800000
21990232580582|1349049600000
10995116310013|1345852800000
28587302367611|1345852800000
2199023303930|1345852800000
19791209350455|1345852800000
2199023306937|1345852800000
6597069829665|1345852800000
24189255876261|1345852800000
49517|1345766400000
8796093023679|1345334400000
21990232563271|1345334400000
15393162803709|1345334400000
13194139551645|1345334400000
17592186064652|1345334400000
32985348872607|1345334400000
26388279115162|1345334400000
6597069823845|1345334400000
13194139599974|1345334400000
21990232623053|1345334400000
13194139602788|1345334400000
26388279136122|1345334400000
19791209370624|1345334400000
26388279094899|1346630400000
21990232565317|1345593600000
26388279090318|1345593600000
24189255846666|1348704000000
21990232628343|1345593600000
17592186065302|1349049600000
15393162830994|1345939200000
19791209358799|1345939200000
70794|1345939200000
26388279089295|1347667200000
19791209347231|1346803200000
30786325580308|1347408000000
30786325611643|1349395200000
10995116290265|1345593600000
21990232571004|1345593600000
10995116312026|1345593600000
4398046570138|1345593600000
19791209372172|1345593600000
26388279080275|1349568000000
4398046525915|1345680000000
24189255827848|1345680000000
19791209331421|1345680000000
24189255842891|1345680000000
30786325610075|1345680000000
32985348869775|1345680000000
8796093065892|1345680000000
28587302368080|1345680000000
6597069812568|1345680000000
10995116333787|1345680000000
24189255871124|1345680000000
26388279130795|1345680000000
15393162857658|1345680000000
21990232559158|1349308800000
30786325584420|1345334400000
8796093051762|1345334400000
15393162826154|1345334400000
30786325638524|1345334400000
13194139601605|1345334400000
24189255882303|1345334400000
10995116349245|1345334400000
71713|1345334400000
26388279068526|1345075200000
32985348853718|1345075200000
26388279087967|1346544000000
10995116303753|1345075200000
13194139563525|1345075200000
21990232589458|1345075200000
40588|1345075200000
4398046576876|1345075200000
24189255880427|1345075200000
17592186113989|1345075200000
2199023325817|1345075200000
30786325580428|1345852800000
30786325590266|1345852800000
13194139551934|1345852800000
30786325596362|1345852800000
4398046533132|1345852800000
21990232578684|1345852800000
17592186072822|1345852800000
38648|1345852800000
8796093064695|1345852800000
28587302380399|1345852800000
13194139582787|1346457600000
24189255881171|1346457600000
28587302323211|1344729600000
24189255822856|1344729600000
19791209314074|1347408000000
17592186063787|1344729600000
13194139558360|1344729600000
30786325610086|1344729600000
2199023304286|1344729600000
32985348904523|1348444800000
30786325602200|1347408000000
17592186094144|1350518400000
28587302391124|1345939200000
4398046541731|1345507200000
10995116294458|1344556800000
19791209321935|1344556800000
26388279095018|1344556800000
17592186074318|1344556800000
37872|1344556800000
28587302367099|1349395200000
10995116324551|1344556800000
47431|1349654400000
10995116339657|1346544000000
8796093057199|1349308800000
15393162790005|1344902400000
10995116281397|1344902400000
32985348843579|1344902400000
19791209312754|1344902400000
32985348847356|1344902400000
13194139551742|1344902400000
24189255834589|1348704000000
13194139565206|1344902400000
13194139565756|1344902400000
38836|1344902400000
13194139576331|1344902400000
15393162836997|1346803200000
49638|1344902400000
15393162842220|1344902400000
26388279133535|1346544000000
28587302325551|1345248000000
10995116323481|1349395200000
28587302325579|1347235200000
4398046532388|1346457600000
4398046541190|1346457600000
17592186075447|1349395200000
19791209335124|1346889600000
17592186111569|1346803200000
15393162814924|1346457600000
15393162851223|1346457600000
17592186092080|1346544000000
68073|1347235200000
28587302361625|1349049600000
8796093047163|1345939200000
30786325590703|1346544000000
29571|1349222400000
19791209361790|1347062400000
15393162816508|1345766400000
26388279076886|1346025600000
10995116306978|1346025600000
17592186078583|1346025600000
15393162837488|1346025600000
6597069829078|1346025600000
21990232619971|1346025600000
13194139605451|1346025600000
10995116287048|1350518400000
2163|1347667200000
10995116279349|1345420800000
28587302331096|1345420800000
32985348842942|1345420800000
19791209315948|1345420800000
17592186083059|1345420800000
6597069807047|1345420800000
26388279108314|1345420800000
17592186089535|1345420800000
26388279121644|1345420800000
8796093048586|1346976000000
10995116305561|1345593600000
15393162840542|1345593600000
2199023265744|1345420800000
512|1346803200000
19791209302013|1346803200000
28587302325040|1346803200000
32985348863777|1346803200000
30786325617459|1346803200000
54766|1346803200000
30786325580251|1345766400000
13194139539021|1345766400000
32985348845655|1345766400000
8796093046998|1345766400000
2199023282263|1349308800000
6597069803698|1345766400000
2199023318667|1345766400000
4398046511442|1345420800000
30786325641156|1346716800000
19791209358236|1346025600000
8796093026549|1346630400000
28587302334286|1346630400000
19791209313251|1346630400000
28150|1346630400000
26388279105356|1346630400000
13194139594789|1346544000000
8796093026718|1345507200000
28587302332049|1350259200000
10995116288363|1345507200000
2199023319996|1346544000000
