person1Id|person2Id
28587302382717|24189255871124
4398046515173|21990232589458
8796093043418|32985348850838
17592186068610|24189255881171
24189255837426|35184372145149
13194139575416|24189255881954
21990232598100|24189255841383
26388279129773|24307
2199023319182|15393162830994
8796093086356|13194139599162
19791209369667|60075
19791209371253|26388279090844
15393162801011|10995116346517
4398046537733|19791209371923
8796093053786|21990232578980
26388279102708|30786325643836
10995116314157|50374
24189255878946|6597069788923
15393162813160|21990232563271
10648|8796093060610
10995116294454|21990232562467
28587302359575|28587302371493
28587302377561|30786325637002
4398046550739|30786325619514
32985348834678|15393162809421
24189255870476|13194139575416
2199023309265|60075
15393162855875|26388279133535
10995116310086|27450
49960|10648
28587302324129|13194139606195
8796093027702|21990232589458
26388279073319|2199023294702
6597069774872|4398046542420
28587302330681|38469
26388279079295|21990232580582
32985348850330|8796093048010
28587302340061|8796093023679
15393162807706|62873
30786325601001|21990232575820
6597069797129|2199023309265
17592186075172|8796093046998
28587302357605|30786325638524
4398046551659|28587302327495
8796093090621|10995116310086
13194139599162|70407
24189255814865|24189255883083
2199023271135|17592186117107
17592186060455|15393162794900
32985348850838|19791209346742
15393162808843|6597069795354
13194139554484|24189255817018
24189255833631|30786325617459
28954|32985348843579
13194139562521|2199023282576
17592186093283|30786325602200
10995116330311|21990232621250
19791209353348|10995116287048
4398046579267|26388279136122
26388279085772|8796093032227
17592186056793|2199023271135
6597069788923|17592186051575
6597069805711|32985348847356
10995116296111|13194139550407
19791209348212|4398046576876
10995116314969|19791209302013
32985348874353|13194139595131
19791209347920|15393162857530
8796093058634|10995116324551
32985348844514|32985348845655
26388279128833|28587302389801
6597069798788|10995116342472
24189255831888|6597069809954
24189255813562|19791209314871
4398046516514|10995116314157
24189255844998|4398046570528
4398046514155|15393162825527
24189255817018|8796093086356
26388279114773|26388279110446
30786325583336|10995116349601
21990232565287|4398046514155
30786325599360|30786325611921
2199023282576|26388279081402
4398046547421|28587302391124
10995116316669|26388279133535
21990232621250|4398046542420
24189255811234|4398046537733
24189255822227|28587302338814
28587302359367|28587302334286
32985348886901|19791209331421
19791209338783|8796093037863
29060|28587302359575
15393162794900|4398046570528
21990232562467|8796093064695
26388279081063|15393162837488
26388279081402|10995116346517
28587302338814|24189255834589
26388279095918|24189255840754
17592186097230|30786325637587
19791209355662|8796093026549
32985348892534|26388279079295
4398046570599|28587302367611
13194139571784|15393162857388
15393162791859|15393162851609
8796093037863|17592186111569
19791209318529|28587302359575
19791209344004|70794
10995116346517|19791209364589
30786325581563|13194139582787
19791209314871|13194139561327
32985348850211|19791209318529
15393162812518|24189255813562
19791209325691|10995116324551
21990232595363|19791209334170
2199023310428|2199023265744
57550|38836
10995116336513|15393162823425
28587302381794|26388279098734
13194139601343|26388279110446
6597069838304|21990232576165
17592186116354|28587302325456
2199023256264|28587302367099
13194139548998|15393162826154
13194139561327|13194139551934
32985348862492|19791209318529
26388279097748|32985348850152
17592186079313|8796093051762
10995116313304|6597069809954
10995116317890|13194139595131
6597069809954|10995116310086
47978|10995116328771
8796093072964|10995116330311
65883|47431
6597069835647|13194139585842
13194139602925|15393162816508
30786325619514|26388279126315
30786325595713|10995116296111
21990232587182|32985348869775
4398046570195|13194139551934
15393162852357|10995116290411
19791209367722|15393162803106
24189255883083|32985348843573
13194139536201|32985348894609
21990232561503|13194139565756
24189255819092|28587302350186
15393162813786|30786325601001
32985348859610|19791209313251
28826|15393162809421
4398046550217|32985348894609
17592186100062|10995116324023
13194139597202|6597069797129
28587302322760|19791209370624
30786325581562|24189255852852
17592186054288|17592186111569
15393162798846|47978
8796093032227|30786325580251
10995116291710|19791209335124
13194139548145|4398046516514
15393162809421|17592186060455
23487|13194139585529
30786325602740|30786325610874
13194139559152|28587302376895
35184372117590|21990232576165
29632|13194139552524
17592186076217|30786325641156
34892|24189255844998
15393162825527|28587302369271
24189255865968|32985348863856
15393162819720|24189255822227
24189255850312|17592186101421
30786325617392|17592186092080
15393162836536|30786325580251
17592186114525|30786325580251
13194139541651|32985348896626
8796093041082|4398046550739
21176|24189255828734
15393162819366|2199023318667
32985348863856|17829
17592186076237|30786325608215
30786325614479|26388279115887
8796093060610|13194139554484
30786325631783|26388279081825
26388279126315|4398046547421
13194139598143|4398046551659
10995116342997|10995116328771
24189255877380|32985348874353
6597069776624|19791209358236
15393162800927|21176
4398046549833|28587302376895
19791209340286|63623
24189255852354|10995116279349
28587302371023|4398046570195
28587302371493|4398046547421
21990232607477|28587302338814
13194139585529|32985348886901
2199023314361|19791209314074
26388279126878|49638
2199023317344|21990232565287
21990232625424|4398046570599
30786325637587|21990232575820
17592186057225|2199023294609
17811|10995116315439
32985348852255|28587302357605
17592186065999|2199023294702
15393162813358|17592186075172
24189255835604|15393162789077
10995116304827|26388279098734
19791209327555|32985348855690
10995116310557|6597069783637
30786325611921|28587302376480
10995116321791|24189255831888
26388279114725|28587302368080
4398046571526|24189255835604
19791209370105|17592186074318
28587302394372|17592186113014
10995116342472|10995116321791
27450|10995116333787
13194139564778|10995116302212
30786325627168|6597069807047
17592186099185|28587302330592
28587302327495|26388279080275
21990232566380|8796093026549
28587302362097|24189255880427
26388279111234|29060
15393162840722|21990232611339
13194139592863|17592186099185
24189255874389|8796093047163
30786325643836|4398046516514
28587302394324|49638
28587302341268|28587302348634
30786325597193|17592186111569
13194139537604|32985348863232
15393162791083|32985348886901
2199023259507|10995116323481
6597069771890|24189255882303
26388279077855|17592186075447
21990232568560|13194139582787
26388279081825|21990232565317
17829|15393162823870
21990232575820|21990232568771
26388279089704|34892
17592186070543|30786325579831
29994|15393162803709
26388279098734|15393162798285
35529|2199023271135
4398046547571|2199023317343
2199023296148|19791209302013
2199023299559|26388279068526
44359|29994
24189255858307|26388279081825
21990232603353|30786325610086
10995116326008|30786325614479
13194139585842|24189255883083
19791209355031|8796093037863
26388279124639|13194139554484
13194139594172|15393162850151
13194139595131|17592186114488
24189255879330|8796093032227
8796093094477|13194139595131
17592186117107|15393162842466
2199023273106|2199023310428
2199023294609|19791209301284
15393162810891|13194139548418
24189255863675|13194139554484
10995116283851|13194139551934
6597069810425|13194139536201
10995116322394|15393162813786
28587302376866|2199023266429
19791209362572|26388279079295
28587302392390|17592186071510
26388279083012|28587302394324
24189255829036|10995116321791
10995116315439|70407
28587302369271|24189255850312
4398046563401|24189255840754
19791209364589|19791209350455
28587302352667|15393162807706
2199023305567|10995116304827
19791209334170|26388279126878
13194139606195|49960
26388279094266|30786325581562
21990232611755|24189255858307
28587302327655|4398046541190
2199023266429|28587302361625
8796093035497|6597069805711
32985348850152|17592186114488
13194139550572|26388279068707
24189255828734|32985348855690
21990232575928|13194139564778
6597069787305|19791209312754
32985348857320|21990232578980
26388279090844|10995116290265
32985348857968|13194139565206
2199023293255|24189255811234
10995116323919|2199023293765
19791209346742|17592186063787
2199023307504|26388279097748
28587302374925|10995116342442
28587302376480|24189255876261
17592186100618|10995116315439
56650|10995116294458
32985348890316|10995116339657
8796093082253|15393162840542
13194139596206|13194139595131
63623|21990232569008
13194139598798|24189255814865
17592186114488|32985348834678
70407|13194139594172
4398046582749|70794
28587302376895|17592186063109
15393162805426|13409
68609|17592186064652
15393162861827|32985348850211
8796093033169|17592186099185
13194139566490|19791209333586
8796093055702|49517
26388279115887|28587302350186
19791209360636|4398046511442
10995116349601|26388279068526
32985348849905|10995116323919
15393162798285|19791209353348
15393162803106|15393162814924
28587302358587|15393162840542
35184372145149|4398046523533
4398046570528|30786325584420
30786325650718|24189255881171
62873|13194139566490
13194139605426|60703
32985348836334|13194139541651
13409|15393162816508
15393162808721|13194139539021
26388279092809|65883
24189255840754|15393162857658
30786325608215|34892
15393162823870|19791209333586
26388279102230|26388279081402
2199023293765|13194139548418
10995116319468|19791209335124
17592186086662|15393162840542
30786325623888|17592186077105
10995116331177|28587302352667
60703|17592186100062
10995116342442|4398046534687
28587302389801|24189255844998
8796093023679|8796093090621
21990232558882|26388279094899
24189255816700|2199023290733
32985348839985|21990232598100
21990232563271|24189255850312
13194139547207|2199023294702
15393162803709|2199023293255
13194139551645|13194139606195
17592186064652|17592186072822
21990232580582|24189255878946
10995116310013|8796093058634
4398046543598|26388279081825
32985348872607|6597069788923
28587302367611|10995116322394
2199023303930|24189255814865
26388279115162|15393162808721
49517|8796093065892
19791209350455|26388279068526
2199023306937|32985348845655
6597069823845|21990232575820
6597069829665|17592186065999
24189255876261|10995116294458
13194139599974|10995116312026
21990232623053|13194139595131
13194139602788|6597069835647
26388279136122|8796093058634
19791209370624|21990232611339
21990232565317|71713
26388279090318|4398046534687
26388279094899|26388279090318
24189255846666|21990232575820
21990232628343|32985348863777
17592186065302|19791209347231
15393162830994|32985348845655
19791209358799|26388279133813
70794|10995116321791
26388279089295|24189255879330
19791209347231|24189255811234
30786325580308|26388279114725
30786325611643|10995116336513
10995116290265|28587302394324
21990232571004|32985348886934
10995116312026|17592186114525
4398046570138|15393162819366
19791209372172|30786325599360
21990232559158|24189255819092
30786325584420|19791209331421
26388279080275|15393162808721
4398046525915|15393162813358
24189255827848|17592186114488
8796093051762|6597069809954
19791209331421|26388279102708
24189255842891|2199023290733
30786325610075|19791209348212
32985348869775|4398046563401
15393162826154|24189255834589
8796093065892|30786325596362
28587302368080|13194139564778
6597069812568|28587302334286
10995116333787|10995116342997
24189255871124|17592186072822
30786325638524|13194139597202
26388279130795|19791209370624
13194139601605|28587302334286
15393162857658|2199023282576
24189255882303|15393162851609
10995116349245|21990232575928
71713|30786325597193
26388279068526|28587302381794
32985348853718|2199023290733
26388279087967|21990232587182
10995116303753|13194139559152
13194139563525|28826
21990232589458|26388279095018
40588|6597069810425
4398046576876|6597069823845
24189255880427|28587302325551
17592186113989|26388279094899
2199023325817|24189255835604
30786325580428|21990232565317
30786325590266|8796093082253
13194139551934|70407
30786325596362|19791209346742
4398046533132|4398046550217
21990232578684|10995116323919
17592186072822|28587302374925
38648|13194139605451
8796093064695|19791209331421
28587302380399|19791209314074
13194139582787|21990232571004
24189255881171|13194139563525
28587302323211|13194139606195
24189255822856|15393162812518
19791209314074|17592186093283
17592186063787|24189255816700
13194139558360|10995116281397
30786325610086|21990232575820
2199023304286|24189255873354
32985348904523|21990232578684
10995116294458|30786325637587
19791209321935|4398046549833
30786325602200|15393162833685
26388279095018|27450
17592186074318|19791209370624
4398046541731|23487
37872|2199023310428
28587302367099|15393162861827
10995116324551|30786325612851
17592186094144|28587302394372
28587302391124|19791209315948
15393162790005|15393162823870
10995116281397|15393162813786
32985348843579|30786325608215
19791209312754|19791209334170
32985348847356|10648
13194139551742|15393162813160
24189255834589|8796093057199
13194139565206|4398046579267
13194139565756|6597069783637
8796093057199|30786325596362
38836|13194139592863
13194139576331|13194139561327
47431|13194139564778
15393162836997|24189255876261
49638|50374
15393162842220|15393162805426
10995116339657|15393162803709
28587302325551|13194139563525
26388279133535|4398046579267
28587302325579|21990232611755
10995116323481|28587302330681
4398046532388|21990232603353
4398046541190|28587302330592
17592186075447|8796093065892
19791209335124|28587302367099
17592186111569|17592186097230
15393162814924|15393162855875
17592186092080|28587302325040
15393162851223|21990232558882
68073|28587302323211
28587302361625|32985348863232
8796093047163|26388279133535
30786325590703|32985348857320
29571|32985348886901
15393162816508|34892
19791209361790|19791209347231
26388279076886|30786325610075
10995116306978|21990232598100
17592186078583|32985348857968
15393162837488|19791209333586
6597069829078|32985348845655
21990232619971|17592186114525
13194139605451|17592186092080
2163|26388279115162
10995116287048|13194139606195
10995116279349|28954
28587302331096|30786325643836
32985348842942|19791209301284
19791209315948|19791209301284
17592186083059|13194139551645
6597069807047|13194139601343
26388279108314|24189255846666
17592186089535|30786325601001
26388279121644|21990232580582
2199023265744|21990232580582
8796093048586|2199023282576
10995116305561|46510
15393162840542|13194139536201
512|15393162813358
19791209302013|30786325610874
28587302325040|24189255837426
32985348863777|28587302348341
30786325617459|28587302369271
54766|13194139576331
30786325580251|32985348834678
13194139539021|4398046524394
32985348845655|28587302389801
8796093046998|13194139563525
2199023282263|28587302325040
6597069803698|8796093035497
2199023318667|19791209344004
4398046511442|8796093064695
30786325641156|4398046534687
19791209358236|2199023293765
8796093026549|4398046530214
28587302334286|24189255819092
19791209313251|10995116304827
28150|6597069809954
26388279105356|50374
13194139594789|28587302330681
8796093026718|24189255880427
28587302332049|24189255877380
10995116288363|15393162810891
2199023319996|28587302359575
